State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
CO,Colorado,04/01/2020,Y,U,Y,27624,,227,,27851,,26774,,335,,27109,,572564,,1306533,,36.17,-119.7462,"(36.17, -119.7462)",1227258,,79275,
HI,Hawaii,04/01/2020,Y,U,Y,7098,,N/A,,7098,,5308,,141,,5449,,142028,,338323,,32.9866,-83.6487,"(32.9866, -83.6487)",312884,,25439,
NH,New Hampshire,04/01/2020,Y,U,Y,6034,,N/A,,6034,,5047,,379,,5426,,91385,,189297,,47.5362,-99.793,"(47.5362, -99.793)",174388,,14909,
SC,South Carolina,04/01/2020,N,U,Y,17538,,N/A,,17538,,4761,Does not Include All Medicaid Determinations made at Applications,179,Does not Include All CHIP Determinations made at Applications,4940,Does not Include All Medicaid Determinations made at Applications; Does not Include all CHIP Determinations made at Application,651108,,1044058,,40.5773,-77.264,"(40.5773, -77.264)",948756,,95302,
WV,West Virginia,04/01/2020,Y,U,Y,16892,,N/A,,16892,,9868,,430,,10298,,212950,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),510167,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",476293,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33874,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
FL,Florida,04/01/2020,N,U,Y,733651,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,733651,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,245757,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,17202,,262959,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2454210,,3694863,,39.3498,-75.5148,"(39.3498, -75.5148)",3448494,,246369,
ME,Maine,04/01/2020,Y,U,Y,7057,,N/A,,7057,,8889,,402,,9291,,105402,,228243,,39.0724,-76.7902,"(39.0724, -76.7902)",215927,,12316,
MT,Montana,04/01/2020,Y,U,Y,3856,,N/A,,3856,,4979,,504,,5483,,111456,,245503,,14.8058,145.5505,"(14.8058, 145.5505)",220527,,24976,
VT,Vermont,04/01/2020,Y,U,Y,1871,,1376,,3247,Includes Renewals and/or Redeterminations,6485,Includes Renewals and/or Redeterminations,142,,6627,,61747,,157550,,31.106,-97.6475,"(31.106, -97.6475)",152975,,4575,
GA,Georgia,04/01/2020,N,U,Y,51949,,N/A,,51949,,47797,,1740,,49537,,1315786,,1895954,,27.8333,-81.717,"(27.8333, -81.717)",1683443,,212511,
DC,District of Columbia,04/01/2020,Y,U,Y,2265,Includes SBM data,1725,,3990,Includes Renewals and/or Redeterminations,3341,Includes Renewals and/or Redeterminations; Includes CHIP,,,3341,,,,245429,,41.5834,-72.7622,"(41.5834, -72.7622)",227984,,17445,
CT,Connecticut,04/01/2020,Y,U,Y,3613,,12989,,16602,,14222,,253,,14475,,334354,,860826,,39.0646,-105.3272,"(39.0646, -105.3272)",840763,,20063,
NC,North Carolina,04/01/2020,N,U,Y,27271,,N/A,,27271,,40215,,3513,,43728,,1210552,,1829829,,32.7673,-89.6812,"(32.7673, -89.6812)",1541045,,288784,
CA,California,04/01/2020,Y,U,Y,181032,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,181032,,182453,Does Not Include All Medicaid Determinations Made At Application,14284,Does Not Include All CHIP Determinations Made At Application,196737,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4788308,,11622708,,33.7712,-111.3877,"(33.7712, -111.3877)",10318968,,1303740,
MO,Missouri,04/01/2020,N,U,Y,16376,Includes  Renewals and/or Redeterminations,N/A,,16376,Includes  Renewals and/or Redeterminations,15428,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",1320,Includes Renewals and/or Redeterminations,16748,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",557744,,897743,,45.7326,-93.9196,"(45.7326, -93.9196)",858771,,38972,
WY,Wyoming,04/01/2020,N,U,Y,1388,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1388,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,710,,24,,734,,38289,,57817,,44.0407,-72.7093,"(44.0407, -72.7093)",53485,,4332,
OK,Oklahoma,04/01/2020,N,U,Y,31848,Includes Renewals and/or Redeterminations,N/A,,31848,Includes Renewals and/or Redeterminations,51729,Includes Renewals and/or Redeterminations,7520,,59249,Includes Renewals and/or Redeterminations,530880,,762993,,42.1497,-74.9384,"(42.1497, -74.9384)",637899,,125094,
MD,Maryland,04/01/2020,Y,U,Y,4662,,65509,Includes Renewals and/or Redeterminations,70171,Includes Renewals and/or Redeterminations,37967,Includes Renewals and/or Redeterminations,3197,Includes Renewals and/or Redeterminations,41164,Includes Renewals and/or Redeterminations,627010,,1350607,,42.2373,-71.5314,"(42.2373, -71.5314)",1208467,,142140,
MS,Mississippi,04/01/2020,N,U,Y,20776,,N/A,,20776,,10909,,416,,11325,,421609,,621960,,38.4623,-92.302,"(38.4623, -92.302)",543159,,78801,
AZ,Arizona,04/01/2020,Y,U,Y,84566,,N/A,,84566,,,,,,,,,,1781233,,14.2417,-170.7197,"(14.2417, -170.7197)",1680112,,101121,
AL,Alabama,04/01/2020,N,U,Y,8280,,N/A,,8280,,9387,,940,,10327,,675342,,942062,,32.799,-86.8073,"(32.799, -86.8073)",768832,,173230,
VA,Virginia,04/01/2020,Y,U,Y,23212,Includes Renewals and/or Redeterminations,N/A,,23212,Includes Renewals and/or Redeterminations,31508,Includes Renewals and/or Redeterminations,1098,Includes Renewals and/or Redeterminations,32606,Includes Renewals and/or Redeterminations,767738,,1462199,,35.7449,-86.7489,"(35.7449, -86.7489)",1303354,,158845,
KY,Kentucky,04/01/2020,Y,U,Y,46758,,,,46758,,17885,,1229,,19114,,558866,,1344593,,38.5111,-96.8005,"(38.5111, -96.8005)",1254790,,89803,
PA,Pennsylvania,04/01/2020,Y,U,Y,95217,Includes Renewals and/or Redeterminations,N/A,,95217,Includes Renewals and/or Redeterminations,142603,Includes Renewals and/or Redeterminations,8959,,151562,Includes Renewals and/or Redeterminations,1417506,,3012916,,35.5376,-96.9247,"(35.5376, -96.9247)",2812551,,200365,
DE,Delaware,04/01/2020,Y,U,Y,4388,,N/A,,4388,,5066,,678,,5744,,105862,,232750,,38.8964,-77.0262,"(38.8964, -77.0262)",221016,,11734,
WI,Wisconsin,04/01/2020,N,U,Y,27054,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,27054,Does Not Include All Applications for Limited-Benefit Programs,30259,"Count is of Households, Not Individuals",1761,,32020,,515288,,1080213,,37.768,-78.2057,"(37.768, -78.2057)",1009912,,70301,
