State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
WA,Washington,06/01/2020,Y,U,Y,93409,,61022,,154431,,81379,,964,,82343,,834127,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1786360,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1716883,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),69477,
NH,New Hampshire,06/01/2020,Y,U,Y,3465,,N/A,,3465,,2694,,249,,2943,,93373,,194886,,47.5362,-99.793,"(47.5362, -99.793)",180488,,14398,
CO,Colorado,06/01/2020,Y,U,Y,18724,,107,,18831,,15010,,224,,15234,,583152,,1344774,,36.17,-119.7462,"(36.17, -119.7462)",1266574,,78200,
NV,Nevada,06/01/2020,Y,U,Y,14953,Includes Renewals and/or Redeterminations,N/A,,14953,Includes Renewals and/or Redeterminations,8193,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",23,,8216,,313466,,685073,,40.314,-74.5089,"(40.314, -74.5089)",644995,,40078,
LA,Louisiana,06/01/2020,Y,U,Y,23261,,N/A,,23261,,23316,,1435,,24751,,743458,,1601932,,37.669,-84.6514,"(37.669, -84.6514)",1469646,,132286,
ND,North Dakota,06/01/2020,Y,U,Y,2115,,N/A,,2115,,1788,,51,,1839,,45832,,96757,,46.9048,-110.3261,"(46.9048, -110.3261)",94369,,2388,
KS,Kansas,06/01/2020,N,U,Y,,,N/A,,,,,,,,,,279178,,401103,,39.8647,-86.2604,"(39.8647, -86.2604)",337580,,63523,
PA,Pennsylvania,06/01/2020,Y,U,Y,61284,Includes Renewals and/or Redeterminations,N/A,,61284,Includes Renewals and/or Redeterminations,64761,Includes Renewals and/or Redeterminations,3359,,68120,Includes Renewals and/or Redeterminations,1432134,,3082451,,35.5376,-96.9247,"(35.5376, -96.9247)",2897609,,184842,
IL,Illinois,06/01/2020,Y,U,Y,62306,,N/A,,62306,,,,,,,,1381768,,2997129,,44.2394,-114.5103,"(44.2394, -114.5103)",2707241,,289888,
RI,Rhode Island,06/01/2020,Y,U,Y,1080,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,1080,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",1727,,100,,1827,,118125,,305900,,44.5672,-122.1269,"(44.5672, -122.1269)",276577,,29323,
NE,Nebraska,06/01/2020,N,U,Y,5231,,N/A,,5231,,3637,,628,,4265,,169410,,256931,,35.6411,-79.8431,"(35.6411, -79.8431)",223124,,33807,
AZ,Arizona,06/01/2020,Y,U,Y,66374,,N/A,,66374,,,,,,,,,,1839932,,14.2417,-170.7197,"(14.2417, -170.7197)",1735141,,104791,
MI,Michigan,06/01/2020,Y,U,Y,32542,,N/A,,32542,,27651,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,825,,28476,,973149,Does Not Include All Full-Benefit Child Medicaid enrollees,2453888,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2394517,Does Not Include All Full-Benefit Medicaid enrollees,59371,
TN,Tennessee,06/01/2020,N,U,Y,26013,,N/A,,26013,,10840,,1479,,12319,,844895,,1496154,,41.6772,-71.5101,"(41.6772, -71.5101)",1370726,,125428,
WI,Wisconsin,06/01/2020,N,U,Y,18947,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,18947,Does Not Include All Applications for Limited-Benefit Programs,16148,"Count is of Households, Not Individuals",1151,,17299,,528763,,1119126,,37.768,-78.2057,"(37.768, -78.2057)",1050926,,68200,
MS,Mississippi,06/01/2020,N,U,Y,15606,,N/A,,15606,,8569,,404,,8973,,432003,,637591,,38.4623,-92.302,"(38.4623, -92.302)",556995,,80596,
GA,Georgia,06/01/2020,N,U,Y,37742,,N/A,,37742,,17556,,994,,18550,,1355429,,1945955,,27.8333,-81.717,"(27.8333, -81.717)",1723592,,222363,
DC,District of Columbia,06/01/2020,Y,U,Y,2419,Includes SBM data,1711,,4130,Includes Renewals and/or Redeterminations,2651,Includes Renewals and/or Redeterminations; Includes CHIP,,,2651,,,,248591,,41.5834,-72.7622,"(41.5834, -72.7622)",231342,,17249,
CA,California,06/01/2020,Y,U,Y,148524,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,148524,,169741,Does Not Include All Medicaid Determinations Made At Application,12978,Does Not Include All CHIP Determinations Made At Application,182719,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4845851,,11847711,,33.7712,-111.3877,"(33.7712, -111.3877)",10561031,,1286680,
MO,Missouri,06/01/2020,N,U,Y,14596,Includes Renewals and/or Redeterminations,N/A,,14596,Includes Renewals and/or Redeterminations,7397,Includes Renewals and/or Redeterminations,449,Includes Renewals and/or Redeterminations,7846,Includes Renewals and/or Redeterminations,581309,,933956,,45.7326,-93.9196,"(45.7326, -93.9196)",893472,,40484,
IN,Indiana,06/01/2020,Y,U,Y,57835,,N/A,,57835,,40707,,2749,,43456,,845651,,1617319,,40.3363,-89.0022,"(40.3363, -89.0022)",1503030,,114289,
MT,Montana,06/01/2020,Y,U,Y,3371,,N/A,,3371,,3009,,294,,3303,,112655,,248923,,14.8058,145.5505,"(14.8058, 145.5505)",223665,,25258,
VT,Vermont,06/01/2020,Y,U,Y,1286,,1240,,2526,Includes Renewals and/or Redeterminations,2594,Includes Renewals and/or Redeterminations,99,,2693,,62324,,161336,,31.106,-97.6475,"(31.106, -97.6475)",157046,,4290,
OK,Oklahoma,06/01/2020,N,U,Y,32790,Includes Renewals and/or Redeterminations,N/A,,32790,Includes Renewals and/or Redeterminations,89321,Includes Renewals and/or Redeterminations,19341,,108662,Includes Renewals and/or Redeterminations,549537,,797220,,42.1497,-74.9384,"(42.1497, -74.9384)",672238,,124982,
AL,Alabama,06/01/2020,N,U,Y,9334,,N/A,,9334,,10274,,1372,,11646,,685233,,960643,,32.799,-86.8073,"(32.799, -86.8073)",785331,,175312,
WV,West Virginia,06/01/2020,Y,U,Y,11020,,N/A,,11020,,6378,,279,,6657,,216083,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),521290,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",487520,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33770,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
DE,Delaware,06/01/2020,Y,U,Y,2930,,N/A,,2930,,2698,,138,,2836,,107818,,239009,,38.8964,-77.0262,"(38.8964, -77.0262)",227794,,11215,
OR,Oregon,06/01/2020,Y,U,Y,9945,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,9945,Does Not Include All Non-MAGI Applications,46069,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3687,,49756,Does Not Include All Non-MAGI Determinations Made At Application,428812,,1055751,,40.3736,-82.7755,"(40.3736, -82.7755)",925178,,130573,
MD,Maryland,06/01/2020,Y,U,Y,3983,,72988,Includes Renewals and/or Redeterminations,76971,Includes Renewals and/or Redeterminations,31380,Includes Renewals and/or Redeterminations,1586,Includes Renewals and/or Redeterminations,32966,Includes Renewals and/or Redeterminations,636480,,1377552,,42.2373,-71.5314,"(42.2373, -71.5314)",1235002,,142550,
ID,Idaho,06/01/2020,Y,U,Y,8838,,,,8838,,8760,,375,,9135,,182090,,342341,,42.0046,-93.214,"(42.0046, -93.214)",315855,,26486,
WY,Wyoming,06/01/2020,N,U,Y,1510,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1510,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,713,,22,,735,,39955,,60261,,44.0407,-72.7093,"(44.0407, -72.7093)",55841,,4420,
MN,Minnesota,06/01/2020,Y,U,Y,4128,,13068,,17196,,10547,,47,,10594,,548595,,1094130,,43.3504,-84.5603,"(43.3504, -84.5603)",1092298,,1832,
VA,Virginia,06/01/2020,Y,U,Y,21062,Includes Renewals and/or Redeterminations,N/A,,21062,Includes Renewals and/or Redeterminations,20671,Includes Renewals and/or Redeterminations,716,Includes Renewals and/or Redeterminations,21387,Includes Renewals and/or Redeterminations,784095,,1508352,,35.7449,-86.7489,"(35.7449, -86.7489)",1349858,,158494,
ME,Maine,06/01/2020,Y,U,Y,,,N/A,,,,7890,,426,,8316,,107949,,233460,,39.0724,-76.7902,"(39.0724, -76.7902)",220997,,12463,
KY,Kentucky,06/01/2020,Y,U,Y,44945,,,,44945,,10905,,934,,11839,,574397,,1420933,,38.5111,-96.8005,"(38.5111, -96.8005)",1333816,,87117,
NJ,New Jersey,06/01/2020,Y,U,Y,35442,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,35442,Does Not Include All Non-MAGI Applications,20006,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,3546,,23552,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,841751,,1782694,,41.1289,-98.2883,"(41.1289, -98.2883)",1542483,,240211,
HI,Hawaii,06/01/2020,Y,U,Y,6100,,N/A,,6100,,3905,,107,,4012,,145471,,351439,,32.9866,-83.6487,"(32.9866, -83.6487)",326443,,24996,
AR,Arkansas,06/01/2020,Y,U,Y,16106,,N/A,,16106,,9801,,667,,10468,,380826,,836406,,34.9513,-92.3809,"(34.9513, -92.3809)",801742,,34664,
CT,Connecticut,06/01/2020,Y,U,Y,3336,,9161,,12497,,10684,,261,,10945,,337997,,874974,,39.0646,-105.3272,"(39.0646, -105.3272)",855252,,19722,
SD,South Dakota,06/01/2020,N,U,Y,2130,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2130,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,959,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",959,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",80850,,114059,,18.2766,-66.335,"(18.2766, -66.335)",98440,,15619,
FL,Florida,06/01/2020,N,U,Y,253509,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,253509,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,159343,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,9595,,168938,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2554779,,3892552,,39.3498,-75.5148,"(39.3498, -75.5148)",3673324,,219228,
