State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
UT,Utah,06/01/2019,N,U,Y,16211,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,16211,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",49606,Includes CHIP,,,49606,,190418,,309007,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",267168,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,41839,
NC,North Carolina,06/01/2019,N,U,Y,21374,,N/A,,21374,,28575,,2744,,31319,,1175875,,1742944,,32.7673,-89.6812,"(32.7673, -89.6812)",1475633,,267311,
PA,Pennsylvania,06/01/2019,Y,U,Y,88353,Includes Renewals and/or Redeterminations,N/A,,88353,Includes Renewals and/or Redeterminations,79715,Includes Renewals and/or Redeterminations,9258,,88973,Includes Renewals and/or Redeterminations,1393598,,2955307,,35.5376,-96.9247,"(35.5376, -96.9247)",2771876,,183431,
ID,Idaho,06/01/2019,Y,U,Y,7063,,,,7063,,5272,,332,,5604,,196683,,274946,,42.0046,-93.214,"(42.0046, -93.214)",249346,,25600,
OH,Ohio,06/01/2019,Y,U,Y,67504,Includes Renewals and/or Redeterminations,N/A,,67504,Includes Renewals and/or Redeterminations,57223,Includes CHIP; Includes Renewals and/or Redeterminations,2911,,60134,Includes Renewals and/or Redeterminations,1177457,,2647530,,38.4199,-117.1219,"(38.4199, -117.1219)",2448294,,199236,
AZ,Arizona,06/01/2019,Y,U,Y,99470,,N/A,,99470,,,,,,,,,,1705679,,14.2417,-170.7197,"(14.2417, -170.7197)",1604805,,100874,
MS,Mississippi,06/01/2019,N,U,Y,18094,,N/A,,18094,,10905,,619,,11524,,420126,,620078,,38.4623,-92.302,"(38.4623, -92.302)",543479,,76599,
KS,Kansas,06/01/2019,N,U,Y,,,N/A,,,,,,,,,,257688,,370030,,39.8647,-86.2604,"(39.8647, -86.2604)",315096,,54934,
HI,Hawaii,06/01/2019,Y,U,Y,4511,,N/A,,4511,,5180,,377,,5557,,140097,,329106,,32.9866,-83.6487,"(32.9866, -83.6487)",303831,,25275,
AK,Alaska,06/01/2019,Y,U,Y,3108,Includes Renewals and/or Redeterminations,N/A,,3108,Includes Renewals and/or Redeterminations,2400,Includes Renewals and/or Redeterminations; Includes CHIP,99,,2499,Includes Renewals and/or Redeterminations,97672,,221746,,61.385,-152.2683,"(61.385, -152.2683)",206033,,15713,
MO,Missouri,06/01/2019,N,U,Y,19707,Includes  Renewals and/or Redeterminations,N/A,,19707,Includes  Renewals and/or Redeterminations,8831,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",294,Includes Renewals and/or Redeterminations,9125,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",542114,,864141,,45.7326,-93.9196,"(45.7326, -93.9196)",830738,,33403,
MT,Montana,06/01/2019,Y,U,Y,3793,,N/A,,3793,,3845,,339,,4184,,125519,,273144,,14.8058,145.5505,"(14.8058, 145.5505)",243863,,29281,
ND,North Dakota,06/01/2019,Y,U,Y,1824,,N/A,,1824,,2046,,52,,2098,,42203,,90107,,46.9048,-110.3261,"(46.9048, -110.3261)",88010,,2097,
RI,Rhode Island,06/01/2019,Y,U,Y,1696,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,1696,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2598,,347,,2945,,120003,,300759,,44.5672,-122.1269,"(44.5672, -122.1269)",269191,,31568,
MN,Minnesota,06/01/2019,Y,U,Y,5589,,16897,,22486,,16449,,49,,16498,,528384,,1045238,,43.3504,-84.5603,"(43.3504, -84.5603)",1043957,,1281,
LA,Louisiana,06/01/2019,Y,U,Y,28345,,N/A,,28345,,29390,,4827,,34217,,720286,,1520704,,37.669,-84.6514,"(37.669, -84.6514)",1403256,,117448,
IL,Illinois,06/01/2019,Y,U,Y,62159,,N/A,,62159,,28852,,9073,,37925,,1347008,,2826169,,44.2394,-114.5103,"(44.2394, -114.5103)",2564021,,262148,
FL,Florida,06/01/2019,N,U,Y,267353,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,267353,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,163446,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,18646,,182092,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2447218,,3650441,,39.3498,-75.5148,"(39.3498, -75.5148)",3412209,,238232,
WY,Wyoming,06/01/2019,N,U,Y,1307,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1307,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,773,,29,,802,,37213,,56047,,44.0407,-72.7093,"(44.0407, -72.7093)",51757,,4290,
CO,Colorado,06/01/2019,Y,U,Y,21837,,90,,21927,,18509,,338,,18847,,580498,,1297969,,36.17,-119.7462,"(36.17, -119.7462)",1215997,,81972,
OR,Oregon,06/01/2019,Y,U,Y,11376,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11376,Does Not Include All Non-MAGI Applications,18968,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",1929,,20897,Does Not Include All Non-MAGI Determinations Made At Application,416010,,984652,,40.3736,-82.7755,"(40.3736, -82.7755)",856078,,128574,
AL,Alabama,06/01/2019,N,U,Y,12752,,N/A,,12752,,13684,,1679,,15363,,655066,,918497,,32.799,-86.8073,"(32.799, -86.8073)",745771,,172726,
WA,Washington,06/01/2019,Y,U,Y,64109,,64954,,129063,,91465,,1484,,92949,,822293,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1710518,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1643705,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),66813,
SC,South Carolina,06/01/2019,N,U,Y,21441,,N/A,,21441,,6513,Does not Include All Medicaid Determinations made at Applications,120,Does not Include All CHIP Determinations made at Applications,6633,Does not Include All Medicaid Determinations made at Applications; Does not Include all CHIP Determinations made at Application,661366,,1055203,,40.5773,-77.264,"(40.5773, -77.264)",964340,,90863,
DC,District of Columbia,06/01/2019,Y,U,Y,2041,Includes SBM data,1743,,3784,Includes Renewals and/or Redeterminations,1754,Includes Renewals and/or Redeterminations; Includes CHIP,,,1754,,,,254812,,41.5834,-72.7622,"(41.5834, -72.7622)",237817,,16995,
MA,Massachusetts,06/01/2019,Y,U,Y,17338,,1976,,19314,,14561,,894,,15455,,672908,,1580598,,31.1801,-91.8749,"(31.1801, -91.8749)",1395401,,185197,
