State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Location,Notes
Pennsylvania,2716032,784649,744117,40532,2019,12,2017,10,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Delaware,211120,62628,10459,52169,2019,12,2017,12,"Delaware
(38.994926, -75.452394)",
Texas,4338627,,,,2019,12,2017,11,"Texas
(31.447238, -99.317341)",
North Carolina,2132020,,,,2019,12,2017,10,"North Carolina
(35.52603, -79.130883)",
Nebraska,243059,,,,2019,12,2017,12,"Nebraska
(41.527099, -99.810595)",
Totals,76703905,15690724,12296275,3394449,2019,12,2017,12,,
North Carolina,2142244,,,,2019,12,2017,12,"North Carolina
(35.52603, -79.130883)",
Arizona,1928983,429852,112822,317030,2019,12,2017,12,"Arizona
(34.293239, -111.664616)",
Washington,1793108,574406,561502,12904,2019,12,2017,10,"Washington
(47.411715, -120.592492)",
New Jersey,1690483,558743,558743,0,2019,12,2017,10,"New Jersey
(40.110253, -74.655514)",
Maine,256843,0,0,0,2019,12,2017,12,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Louisiana,1636833,466633,466633,0,2019,12,2017,12,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Alabama,1017469,,,,2019,12,2017,12,"Alabama
(32.756889, -86.844516)",
Amer. Samoa,27898,,,,2019,12,2017,11,,
Maine,256109,0,0,0,2019,12,2017,11,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Florida,4003838,,,,2019,12,2017,11,"Florida
(28.260731, -82.420978)",
Alabama,1019025,,,,2019,12,2017,10,"Alabama
(32.756889, -86.844516)",
Missouri,969706,,,,2019,12,2017,11,"Missouri
(38.3675, -92.477244)",
Michigan,2430616,681501,620220,61281,2019,12,2017,11,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
New Hampshire,192157,57390,57249,141,2019,12,2017,12,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Vermont,178237,58434,0,58434,2019,12,2017,10,"Vermont
(44.075252, -72.662695)",
Hawaii,327747,117152,21978,95174,2019,12,2017,10,"Hawaii
(21.361013, -157.854309)",
Massachusetts,1645415,336724,0,336724,2019,12,2017,11,"Massachusetts
(42.151077, -71.481104)",
Pennsylvania,2726037,789300,748610,40690,2019,12,2017,11,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Iowa,586260,149850,137786,12064,2019,12,2017,11,"Iowa
(42.074659, -93.500061)",
North Dakota,94161,21129,20054,1075,2019,12,2017,11,"North Dakota
(47.446305, -100.46931)",
Georgia,1949271,,,,2019,12,2017,12,"Georgia
(32.638481, -83.426574)",
Arizona,1937561,430812,113290,317522,2019,12,2017,10,"Arizona
(34.293239, -111.664616)",
Utah,298583,,,,2019,12,2017,12,"Utah
(39.323779, -111.678222)",
Massachusetts,1772768,355816,0,355816,2019,12,2017,10,"Massachusetts
(42.151077, -71.481104)",
North Dakota,92348,20305,19250,1055,2019,12,2017,10,"North Dakota
(47.446305, -100.46931)",
Georgia,1935794,,,,2019,12,2017,10,"Georgia
(32.638481, -83.426574)",
Kentucky,1346450,481755,481755,0,2019,12,2017,10,"Kentucky
(37.526683, -85.290484)",
Oregon,967628,460722,384566,76156,2019,12,2017,11,"Oregon
(43.940449, -120.605279)",
Colorado,1318334,424402,422087,2315,2019,12,2017,12,"Colorado
(38.998552, -105.547832)",
Tennessee,1606588,,,,2019,12,2017,10,"Tennessee
(35.842998, -86.343226)",
New Jersey,1699138,567378,567378,0,2019,12,2017,11,"New Jersey
(40.110253, -74.655514)",
Illinois,2865038,698546,629105,69441,2019,12,2017,10,"Illinois
(40.124144, -89.148632)",
Nebraska,242469,,,,2019,12,2017,11,"Nebraska
(41.527099, -99.810595)",
Virginia,1047970,,,,2019,12,2017,12,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
New Hampshire,190262,54913,54804,109,2019,12,2017,10,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Hawaii,331387,120518,22904,97614,2019,12,2017,12,"Hawaii
(21.361013, -157.854309)",
Idaho,319708,,,,2019,12,2017,12,"Idaho
(44.389073, -114.659366)",
New Mexico,852270,252897,252897,0,2019,12,2017,12,"New Mexico
(34.421369, -106.108388)",
Oklahoma,664493,,,,2019,12,2017,11,"Oklahoma
(35.583449, -97.508297)",
Totals,76659036,15600231,12265641,3334590,2019,12,2017,11,,
Minnesota,1098568,209780,208939,841,2019,12,2017,10,"Minnesota
(46.349153, -94.198308)",
West Virginia,545712,170044,170044,0,2019,12,2017,11,"West Virginia
(38.642579, -80.613729)",
Rhode Island,307831,68526,68526,0,2019,12,2017,11,"Rhode Island
(41.572574, -71.534637)",
Ohio,3037645,644234,643879,355,2019,12,2017,11,"Ohio
(40.415534, -82.70936)",
Amer. Samoa,27898,,,,2019,12,2017,12,,
Oregon,970599,461281,384388,76893,2019,12,2017,10,"Oregon
(43.940449, -120.605279)",
Maryland,1217479,306831,306831,0,2019,12,2017,10,"Maryland
(38.946466, -76.687282)",
Alaska,193073,40341,40315,26,2019,12,2017,10,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Arkansas,926611,299303,298957,346,2019,12,2017,12,"Arkansas
(34.899825, -92.439162)",
Connecticut,910314,234323,215370,18953,2019,12,2017,11,"Connecticut
(41.575155, -72.738288)",
Indiana,1331673,442909,322891,120018,2019,12,2017,12,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Virginia,1045734,,,,2019,12,2017,11,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Vermont,177716,58254,0,58254,2019,12,2017,11,"Vermont
(44.075252, -72.662695)",
California,13115972,3808406,3808406,0,2019,12,2017,11,"California
(37.211164, -119.662127)",
Connecticut,916906,241074,221498,19576,2019,12,2017,12,"Connecticut
(41.575155, -72.738288)",
California,13184199,3820310,3820310,0,2019,12,2017,10,"California
(37.211164, -119.662127)",
Wisconsin,1188415,,,,2019,12,2017,10,"Wisconsin
(44.639954, -89.732969)",
Wisconsin,1184824,,,,2019,12,2017,12,"Wisconsin
(44.639954, -89.732969)",
Maine,258284,0,0,0,2019,12,2017,10,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Delaware,210771,61915,10336,51579,2019,12,2017,10,"Delaware
(38.994926, -75.452394)",
Minnesota,1092404,209322,208507,815,2019,12,2017,11,"Minnesota
(46.349153, -94.198308)",
Rhode Island,309723,69888,69888,0,2019,12,2017,12,"Rhode Island
(41.572574, -71.534637)",
Montana,238789,84228,84228,0,2019,12,2017,10,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
North Dakota,92823,20650,19602,1048,2019,12,2017,12,"North Dakota
(47.446305, -100.46931)",
Texas,4332199,,,,2019,12,2017,12,"Texas
(31.447238, -99.317341)",
Dist. Of Col.,263531,112887,71228,41659,2019,12,2017,12,,
Florida,4032834,,,,2019,12,2017,10,"Florida
(28.260731, -82.420978)",
West Virginia,547243,170635,170635,0,2019,12,2017,10,"West Virginia
(38.642579, -80.613729)",
Iowa,591146,153939,141349,12590,2019,12,2017,12,"Iowa
(42.074659, -93.500061)",
Kansas,363083,,,,2019,12,2017,12,"Kansas
(38.484729, -98.38018)",
Tennessee,1619393,,,,2019,12,2017,11,"Tennessee
(35.842998, -86.343226)",
South Dakota,105503,,,,2019,12,2017,11,"South Dakota
(44.43614, -100.230491)",
N. Mariana Islands,1151,,,,2019,12,2017,11,,
Alaska,194359,41593,41565,28,2019,12,2017,12,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Indiana,1351587,447686,326721,120965,2019,12,2017,11,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Virginia,1040349,,,,2019,12,2017,10,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Guam,35744,3786,,3786,2019,12,2017,11,"Guam
(13.3532, 144.653198)",
Hawaii,329486,118676,22491,96185,2019,12,2017,11,"Hawaii
(21.361013, -157.854309)",
Virgin Islands,22636,8832,,8832,2019,12,2017,10,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Wyoming,60045,,,,2019,12,2017,11,"Wyoming
(42.999627, -107.55145)",
Wisconsin,1185378,,,,2019,12,2017,11,"Wisconsin
(44.639954, -89.732969)",
Oregon,958403,455939,381084,74855,2019,12,2017,12,"Oregon
(43.940449, -120.605279)",
New Mexico,858847,252302,252302,0,2019,12,2017,10,"New Mexico
(34.421369, -106.108388)",
New Hampshire,190788,55617,55509,108,2019,12,2017,11,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Kansas,360250,,,,2019,12,2017,10,"Kansas
(38.484729, -98.38018)",
Utah,299983,,,,2019,12,2017,11,"Utah
(39.323779, -111.678222)",
Washington,1806920,589011,576183,12828,2019,12,2017,12,"Washington
(47.411715, -120.592492)",
North Carolina,2138629,,,,2019,12,2017,11,"North Carolina
(35.52603, -79.130883)",
Mississippi,706954,,,,2019,12,2017,11,"Mississippi
(32.713378, -89.65344)",
Puerto Rico,1242573,371707,,371707,2019,12,2017,11,"Puerto Rico
(18.215692, -66.414655)",
Washington,1796681,578955,566002,12953,2019,12,2017,11,"Washington
(47.411715, -120.592492)",
Massachusetts,1802915,359689,0,359689,2019,12,2017,12,"Massachusetts
(42.151077, -71.481104)",
Louisiana,1634225,453125,453125,0,2019,12,2017,10,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Rhode Island,310436,70040,70040,0,2019,12,2017,10,"Rhode Island
(41.572574, -71.534637)",
South Carolina,1254850,,,,2019,12,2017,10,"South Carolina
(33.878572, -80.864614)",
Colorado,1319016,420159,417818,2341,2019,12,2017,10,"Colorado
(38.998552, -105.547832)",
California,13029158,3782589,3782589,0,2019,12,2017,12,"California
(37.211164, -119.662127)",
Georgia,1948557,,,,2019,12,2017,11,"Georgia
(32.638481, -83.426574)",
Oklahoma,666997,,,,2019,12,2017,10,"Oklahoma
(35.583449, -97.508297)",
New Jersey,1702660,571346,571346,0,2019,12,2017,12,"New Jersey
(40.110253, -74.655514)",
Maryland,1222920,310970,310970,0,2019,12,2017,12,"Maryland
(38.946466, -76.687282)",
Florida,3977023,,,,2019,12,2017,12,"Florida
(28.260731, -82.420978)",
Alaska,193922,41044,41020,24,2019,12,2017,11,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Ohio,3051842,645730,645366,364,2019,12,2017,10,"Ohio
(40.415534, -82.70936)",
Missouri,967264,,,,2019,12,2017,12,"Missouri
(38.3675, -92.477244)",
Mississippi,700714,,,,2019,12,2017,12,"Mississippi
(32.713378, -89.65344)",
Pennsylvania,2727573,790906,750271,40635,2019,12,2017,12,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Mississippi,705935,,,,2019,12,2017,10,"Mississippi
(32.713378, -89.65344)",
Ohio,3031133,648292,647927,365,2019,12,2017,12,"Ohio
(40.415534, -82.70936)",
Puerto Rico,1236750,367032,,367032,2019,12,2017,10,"Puerto Rico
(18.215692, -66.414655)",
N. Mariana Islands,935,,,,2019,12,2017,12,,
South Dakota,49826,,,,2019,12,2017,10,"South Dakota
(44.43614, -100.230491)",
Vermont,177655,58315,0,58315,2019,12,2017,12,"Vermont
(44.075252, -72.662695)",
Guam,36146,3808,,3808,2019,12,2017,10,"Guam
(13.3532, 144.653198)",
New York,6141169,1924369,299166,1625203,2019,12,2017,11,"New York
(42.921241, -75.59655)",
New York,6156623,1934959,302811,1632148,2019,12,2017,12,"New York
(42.921241, -75.59655)",
South Carolina,1254921,,,,2019,12,2017,11,"South Carolina
(33.878572, -80.864614)",
New Mexico,856828,253161,253161,0,2019,12,2017,11,"New Mexico
(34.421369, -106.108388)",
Virgin Islands,23126,9130,,9130,2019,12,2017,11,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Utah,300664,,,,2019,12,2017,10,"Utah
(39.323779, -111.678222)",
Nevada,593725,213384,213384,0,2019,12,2017,12,"Nevada
(39.283294, -114.916992)",
Indiana,1365298,449466,326294,123172,2019,12,2017,10,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Totals,76766099,15564990,12225145,3339845,2019,12,2017,10,,
Texas,4337614,,,,2019,12,2017,10,"Texas
(31.447238, -99.317341)",
Colorado,1313234,417072,414765,2307,2019,12,2017,11,"Colorado
(38.998552, -105.547832)",
Amer. Samoa,27898,,,,2019,12,2017,10,,
Kentucky,1352849,490658,490658,0,2019,12,2017,12,"Kentucky
(37.526683, -85.290484)",
Montana,250333,90373,90373,0,2019,12,2017,11,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Tennessee,1617103,,,,2019,12,2017,12,"Tennessee
(35.842998, -86.343226)",
Guam,35525,3758,,3758,2019,12,2017,12,"Guam
(13.3532, 144.653198)",
Connecticut,903285,231155,212611,18544,2019,12,2017,10,"Connecticut
(41.575155, -72.738288)",
Nebraska,243053,,,,2019,12,2017,10,"Nebraska
(41.527099, -99.810595)",
Idaho,320603,,,,2019,12,2017,11,"Idaho
(44.389073, -114.659366)",
Dist. Of Col.,262665,112445,70508,41937,2019,12,2017,10,,
West Virginia,543138,169193,169193,0,2019,12,2017,12,"West Virginia
(38.642579, -80.613729)",
Minnesota,1074134,204682,204245,437,2019,12,2017,12,"Minnesota
(46.349153, -94.198308)",
Arkansas,932778,304973,304647,326,2019,12,2017,11,"Arkansas
(34.899825, -92.439162)",
Michigan,2437506,689386,627687,61699,2019,12,2017,12,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Illinois,2880170,709006,635170,73836,2019,12,2017,11,"Illinois
(40.124144, -89.148632)",
Wyoming,60631,,,,2019,12,2017,10,"Wyoming
(42.999627, -107.55145)",
Missouri,971341,,,,2019,12,2017,10,"Missouri
(38.3675, -92.477244)",
Wyoming,59982,,,,2019,12,2017,12,"Wyoming
(42.999627, -107.55145)",
South Dakota,104708,,,,2019,12,2017,12,"South Dakota
(44.43614, -100.230491)",
Oklahoma,652699,,,,2019,12,2017,12,"Oklahoma
(35.583449, -97.508297)",
Kentucky,1350028,486042,486042,0,2019,12,2017,11,"Kentucky
(37.526683, -85.290484)",
Idaho,321436,,,,2019,12,2017,10,"Idaho
(44.389073, -114.659366)",
Illinois,2909386,743795,644400,99395,2019,12,2017,12,"Illinois
(40.124144, -89.148632)",
Alabama,1019035,,,,2019,12,2017,11,"Alabama
(32.756889, -86.844516)",
Kansas,362057,,,,2019,12,2017,11,"Kansas
(38.484729, -98.38018)",
