State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
LA,Louisiana,11/01/2019,Y,U,Y,27157,,N/A,,27157,,17556,,1689,,19245,,731986,,1503023,,37.669,-84.6514,"(37.669, -84.6514)",1384526,,118497,
IA,Iowa,11/01/2019,Y,U,Y,13089,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,13089,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,11342,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,2364,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,13706,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,338618,,679156,,21.1098,-157.5311,"(21.1098, -157.5311)",601751,,77405,
AK,Alaska,11/01/2019,Y,U,Y,2936,Includes Renewals and/or Redeterminations,N/A,,2936,Includes Renewals and/or Redeterminations,2601,Includes Renewals and/or Redeterminations; Includes CHIP,190,,2791,Includes Renewals and/or Redeterminations,97737,,222498,,61.385,-152.2683,"(61.385, -152.2683)",205909,,16589,
AR,Arkansas,11/01/2019,Y,U,Y,28421,,N/A,,28421,,12594,,1109,,13703,,375159,,802473,,34.9513,-92.3809,"(34.9513, -92.3809)",768872,,33601,
UT,Utah,11/01/2019,N,U,Y,16947,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,16947,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",50333,Includes CHIP,,,50333,,186007,,309484,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",267600,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,41884,
MS,Mississippi,11/01/2019,N,U,Y,15537,,N/A,,15537,,11038,,727,,11765,,418069,,616683,,38.4623,-92.302,"(38.4623, -92.302)",539758,,76925,
OK,Oklahoma,11/01/2019,N,U,Y,42072,Includes Renewals and/or Redeterminations,N/A,,42072,Includes Renewals and/or Redeterminations,42607,Includes Renewals and/or Redeterminations,9388,,51995,Includes Renewals and/or Redeterminations,501917,,716103,,42.1497,-74.9384,"(42.1497, -74.9384)",596575,,119528,
SD,South Dakota,11/01/2019,N,U,Y,3239,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,3239,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1442,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1442,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77647,,109187,,18.2766,-66.335,"(18.2766, -66.335)",93570,,15617,
VT,Vermont,11/01/2019,Y,U,Y,2505,,2420,,4925,Includes Renewals and/or Redeterminations,4734,Includes Renewals and/or Redeterminations,129,,4863,,61014,,150952,,31.106,-97.6475,"(31.106, -97.6475)",146351,,4601,
RI,Rhode Island,11/01/2019,Y,U,Y,1566,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,1566,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2037,,149,,2186,,116959,,291798,,44.5672,-122.1269,"(44.5672, -122.1269)",258989,,32809,
NV,Nevada,11/01/2019,Y,U,Y,27507,Includes Renewals/Or redeterminations,N/A,,27507,Includes Renewals/Or redeterminations,10746,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",90,,10836,,320768,,626688,,40.314,-74.5089,"(40.314, -74.5089)",586167,,40521,
TN,Tennessee,11/01/2019,N,U,Y,17255,,N/A,,17255,,12120,,1684,,13804,,815230,,1441547,,41.6772,-71.5101,"(41.6772, -71.5101)",1331999,,109548,
MT,Montana,11/01/2019,Y,U,Y,4545,,N/A,,4545,,4507,,602,,5109,,121087,,263824,,14.8058,145.5505,"(14.8058, 145.5505)",235594,,28230,
OH,Ohio,11/01/2019,Y,U,Y,64540,Includes Renewals and/or Redeterminations,N/A,,64540,Includes Renewals and/or Redeterminations,49339,Includes CHIP; Includes Renewals and/or Redeterminations,2983,,52322,Includes Renewals and/or Redeterminations,1161056,,2617148,,38.4199,-117.1219,"(38.4199, -117.1219)",2419529,,197619,
FL,Florida,11/01/2019,N,U,Y,252287,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,252287,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,148939,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,19861,,168800,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2423583,,3621088,,39.3498,-75.5148,"(39.3498, -75.5148)",3380922,,240166,
MD,Maryland,11/01/2019,Y,U,Y,7759,,106419,Includes Renewals and/or Redeterminations,114178,Includes Renewals and/or Redeterminations,38791,Includes Renewals and/or Redeterminations,4673,Includes Renewals and/or Redeterminations,43464,Includes Renewals and/or Redeterminations,620241,,1328056,,42.2373,-71.5314,"(42.2373, -71.5314)",1185390,,142666,
NJ,New Jersey,11/01/2019,Y,U,Y,37451,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,37451,Does Not Include All Non-MAGI Applications,15644,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,6373,,22017,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,815373,,1711338,,41.1289,-98.2883,"(41.1289, -98.2883)",1482829,,228509,
WV,West Virginia,11/01/2019,Y,U,Y,17313,,N/A,,17313,,10606,,633,,11239,,214076,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),510779,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",476539,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),34240,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
ID,Idaho,11/01/2019,Y,U,Y,18472,,,,18472,,12275,,1729,,14004,,189091,,266732,,42.0046,-93.214,"(42.0046, -93.214)",240676,,26056,
CT,Connecticut,11/01/2019,Y,U,Y,5725,,16348,,22073,,17602,,502,,18104,,332088,,847287,,39.0646,-105.3272,"(39.0646, -105.3272)",827095,,20192,
MN,Minnesota,11/01/2019,Y,U,Y,5601,,27281,,32882,,17916,,,,17916,,528011,,1039954,,43.3504,-84.5603,"(43.3504, -84.5603)",1038648,,1306,
KS,Kansas,11/01/2019,N,U,Y,,,N/A,,,,,,,,,,260336,,374705,,39.8647,-86.2604,"(39.8647, -86.2604)",317167,,57538,
DC,District of Columbia,11/01/2019,Y,U,Y,3132,Includes SBM data,2066,,5198,Includes Renewals and/or Redeterminations,3055,Includes Renewals and/or Redeterminations; Includes CHIP,,,3055,,,,253912,,41.5834,-72.7622,"(41.5834, -72.7622)",236439,,17473,
NM,New Mexico,11/01/2019,Y,U,Y,11568,,N/A,,11568,,14982,,1540,,16522,,329693,Includes Limited-Benefit Enrollees,735867,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",697508,Includes Limited-Benefit Enrollees,38359,
ME,Maine,11/01/2019,Y,U,Y,6287,,N/A,,6287,,10727,,770,,11497,,103737,,223466,,39.0724,-76.7902,"(39.0724, -76.7902)",211789,,11677,
WY,Wyoming,11/01/2019,N,U,Y,1675,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1675,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,885,,46,,931,,36836,,55785,,44.0407,-72.7093,"(44.0407, -72.7093)",51474,,4311,
MA,Massachusetts,11/01/2019,Y,U,Y,15847,,2638,,18485,,11620,,878,,12498,,679073,,1575125,,31.1801,-91.8749,"(31.1801, -91.8749)",1383330,,191795,
WI,Wisconsin,11/01/2019,N,U,Y,23088,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,23088,Does Not Include All Applications for Limited-Benefit Programs,17196,"Count is of Households, Not Individuals",1341,,18537,,505885,,1045874,,37.768,-78.2057,"(37.768, -78.2057)",976254,,69620,
KY,Kentucky,11/01/2019,Y,U,Y,8621,,,,8621,,,,1459,,1459,,546560,,1291181,,38.5111,-96.8005,"(38.5111, -96.8005)",1199473,,91708,
MO,Missouri,11/01/2019,N,U,Y,19334,Includes  Renewals and/or Redeterminations,N/A,,19334,Includes  Renewals and/or Redeterminations,9255,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",441,Includes Renewals and/or Redeterminations,9696,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",532999,,849715,,45.7326,-93.9196,"(45.7326, -93.9196)",813603,,36112,
NE,Nebraska,11/01/2019,N,U,Y,5406,,N/A,,5406,,5443,,1386,,6829,,164916,,247563,,35.6411,-79.8431,"(35.6411, -79.8431)",212652,,34911,
ND,North Dakota,11/01/2019,Y,U,Y,2669,,N/A,,2669,,2488,,35,,2523,,42090,,89466,,46.9048,-110.3261,"(46.9048, -110.3261)",87371,,2095,
SC,South Carolina,11/01/2019,N,U,Y,22171,,N/A,,22171,,8068,Does not Include All Medicaid Determinations made at Applications,177,Does not Include All CHIP Determinations made at Applications,8245,Does not Include All Medicaid Determinations made at Applications; Does not Include all CHIP Determinations made at Application,658172,,1050850,,40.5773,-77.264,"(40.5773, -77.264)",956677,,94173,
NY,New York,11/01/2019,Y,U,Y,,,1192215,,1192215,,120298,,6462,,126760,,2398202,,6002034,,34.8375,-106.2371,"(34.8375, -106.2371)",5399642,,602392,
VA,Virginia,11/01/2019,Y,U,Y,30669,Includes Renewals and/or Redeterminations,N/A,,30669,Includes Renewals and/or Redeterminations,51476,Includes Renewals and/or Redeterminations,1171,Includes Renewals and/or Redeterminations,52647,Includes Renewals and/or Redeterminations,746329,,1389673,,35.7449,-86.7489,"(35.7449, -86.7489)",1237774,,151899,
IN,Indiana,11/01/2019,Y,U,Y,72057,,N/A,,72057,,27423,,2502,,29925,,803756,,1476560,,40.3363,-89.0022,"(40.3363, -89.0022)",1362708,,113852,
AL,Alabama,11/01/2019,N,U,Y,11536,,N/A,,11536,,11792,,1610,,13402,,666471,,928753,,32.799,-86.8073,"(32.799, -86.8073)",755564,,173189,
OR,Oregon,11/01/2019,Y,U,Y,11815,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11815,Does Not Include All Non-MAGI Applications,18817,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2054,,20871,Does Not Include All Non-MAGI Determinations Made At Application,415532,,991693,,40.3736,-82.7755,"(40.3736, -82.7755)",862797,,128896,
CO,Colorado,11/01/2019,Y,U,Y,22784,,176,,22960,,18693,,285,,18978,,573448,,1292388,,36.17,-119.7462,"(36.17, -119.7462)",1212627,,79761,
WA,Washington,11/01/2019,Y,U,Y,67142,,114485,,181627,,103626,,2284,,105910,,821346,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1709289,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1638184,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),71105,
AZ,Arizona,11/01/2019,Y,U,Y,98064,,N/A,,98064,,,,,,,,,,1716801,,14.2417,-170.7197,"(14.2417, -170.7197)",1618910,,97891,
