State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
FL,Florida,10/01/2019,N,U,Y,271644,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,271644,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,173442,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,20997,,194439,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2435574,,3640328,,39.3498,-75.5148,"(39.3498, -75.5148)",3400609,,239719,
SC,South Carolina,10/01/2019,N,U,Y,26308,,N/A,,26308,,8312,Does not Include All Medicaid Determinations made at Applications,184,Does not Include All CHIP Determinations made at Applications,8496,Does not Include All Medicaid Determinations made at Applications; Does not Include all CHIP Determinations made at Application,661614,,1056098,,40.5773,-77.264,"(40.5773, -77.264)",962238,,93860,
AZ,Arizona,10/01/2019,Y,U,Y,117684,,N/A,,117684,,,,,,,,,,1719616,,14.2417,-170.7197,"(14.2417, -170.7197)",1620566,,99050,
PA,Pennsylvania,10/01/2019,Y,U,Y,101762,Includes Renewals and/or Redeterminations,N/A,,101762,Includes Renewals and/or Redeterminations,94282,Includes Renewals and/or Redeterminations,11956,,106238,Includes Renewals and/or Redeterminations,1389372,,2937359,,35.5376,-96.9247,"(35.5376, -96.9247)",2752447,,184912,
DC,District of Columbia,10/01/2019,Y,U,Y,4116,Includes SBM data,2151,,6267,Includes Renewals and/or Redeterminations,4263,Includes Renewals and/or Redeterminations; Includes CHIP,,,4263,,,,253756,,41.5834,-72.7622,"(41.5834, -72.7622)",236243,,17513,
MA,Massachusetts,10/01/2019,Y,U,Y,18205,,2251,,20456,,13741,,972,,14713,,679394,,1579215,,31.1801,-91.8749,"(31.1801, -91.8749)",1389135,,190080,
NE,Nebraska,10/01/2019,N,U,Y,6114,,N/A,,6114,,6510,,1007,,7517,,164247,,246842,,35.6411,-79.8431,"(35.6411, -79.8431)",212542,,34300,
AL,Alabama,10/01/2019,N,U,Y,13367,,N/A,,13367,,13653,,1607,,15260,,664904,,928078,,32.799,-86.8073,"(32.799, -86.8073)",755371,,172707,
WI,Wisconsin,10/01/2019,N,U,Y,25831,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,25831,Does Not Include All Applications for Limited-Benefit Programs,18982,"Count is of Households, Not Individuals",1194,,20176,,506598,,1045935,,37.768,-78.2057,"(37.768, -78.2057)",976917,,69018,
TX,Texas,10/01/2019,N,U,Y,139013,,N/A,,139013,,95586,,14196,,109782,,3313891,,4212619,,33.8191,-80.9066,"(33.8191, -80.9066)",3632340,,580279,
WV,West Virginia,10/01/2019,Y,U,Y,19826,,N/A,,19826,,12438,,677,,13115,,215198,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),513499,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",479429,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),34070,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
IN,Indiana,10/01/2019,Y,U,Y,97957,,N/A,,97957,,40094,,3839,,43933,,803575,,1476176,,40.3363,-89.0022,"(40.3363, -89.0022)",1363254,,112922,
NC,North Carolina,10/01/2019,N,U,Y,24206,,N/A,,24206,,36086,,4051,,40137,,1194836,,1776989,,32.7673,-89.6812,"(32.7673, -89.6812)",1498478,,278511,
NY,New York,10/01/2019,Y,U,Y,,,854600,,854600,,114292,,7166,,121458,,2408934,,6048395,,34.8375,-106.2371,"(34.8375, -106.2371)",5449260,,599135,
CO,Colorado,10/01/2019,Y,U,Y,23826,,46,,23872,,19727,,361,,20088,,574940,,1290885,,36.17,-119.7462,"(36.17, -119.7462)",1210506,,80379,
WA,Washington,10/01/2019,Y,U,Y,73739,,71748,,145487,,107096,,1938,,109034,,822109,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1708510,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1638346,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),70164,
LA,Louisiana,10/01/2019,Y,U,Y,32808,,N/A,,32808,,22318,,2084,,24402,,731669,,1522276,,37.669,-84.6514,"(37.669, -84.6514)",1402590,,119686,
GA,Georgia,10/01/2019,N,U,Y,46389,,N/A,,46389,,24028,,708,,24736,,1273274,,1847785,,27.8333,-81.717,"(27.8333, -81.717)",1635870,,211915,
MO,Missouri,10/01/2019,N,U,Y,22345,Includes  Renewals and/or Redeterminations,N/A,,22345,Includes  Renewals and/or Redeterminations,11245,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",482,Includes Renewals and/or Redeterminations,11727,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",536319,,854854,,45.7326,-93.9196,"(45.7326, -93.9196)",818781,,36073,
SD,South Dakota,10/01/2019,N,U,Y,2856,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2856,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1634,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1634,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",78019,,109732,,18.2766,-66.335,"(18.2766, -66.335)",93971,,15761,
ND,North Dakota,10/01/2019,Y,U,Y,2524,,N/A,,2524,,2455,,66,,2521,,42921,,91269,,46.9048,-110.3261,"(46.9048, -110.3261)",89138,,2131,
IL,Illinois,10/01/2019,Y,U,Y,69429,,N/A,,69429,,29061,,9424,,38485,,1350045,,2839280,,44.2394,-114.5103,"(44.2394, -114.5103)",2564097,,275183,
AR,Arkansas,10/01/2019,Y,U,Y,21241,,N/A,,21241,,26461,,2352,,28813,,375726,,804662,,34.9513,-92.3809,"(34.9513, -92.3809)",771346,,33316,
TN,Tennessee,10/01/2019,N,U,Y,18609,,N/A,,18609,,11938,,1677,,13615,,816849,,1444233,,41.6772,-71.5101,"(41.6772, -71.5101)",1336341,,107892,
MS,Mississippi,10/01/2019,N,U,Y,19421,,N/A,,19421,,13004,,617,,13621,,419061,,618791,,38.4623,-92.302,"(38.4623, -92.302)",541783,,77008,
DE,Delaware,10/01/2019,Y,U,Y,2955,,N/A,,2955,,4849,,757,,5606,,105623,,230864,,38.8964,-77.0262,"(38.8964, -77.0262)",219393,,11471,
HI,Hawaii,10/01/2019,Y,U,Y,4218,,N/A,,4218,,5863,,388,,6251,,139530,,327236,,32.9866,-83.6487,"(32.9866, -83.6487)",301869,,25367,
CA,California,10/01/2019,Y,U,Y,178291,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,178291,,162019,Does Not Include All Medicaid Determinations Made At Application,12796,Does Not Include All CHIP Determinations Made At Application,174815,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4874521,,11697526,,33.7712,-111.3877,"(33.7712, -111.3877)",10382097,,1315429,
NM,New Mexico,10/01/2019,Y,U,Y,12542,,N/A,,12542,,17408,,1611,,19019,,329876,Includes Limited-Benefit Enrollees,735159,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",697258,Includes Limited-Benefit Enrollees,37901,
AK,Alaska,10/01/2019,Y,U,Y,3274,Includes Renewals and/or Redeterminations,N/A,,3274,Includes Renewals and/or Redeterminations,2314,Includes Renewals and/or Redeterminations; Includes CHIP,137,,2451,Includes Renewals and/or Redeterminations,97434,,221675,,61.385,-152.2683,"(61.385, -152.2683)",205320,,16355,
MT,Montana,10/01/2019,Y,U,Y,4621,,N/A,,4621,,5091,,490,,5581,,122324,,265908,,14.8058,145.5505,"(14.8058, 145.5505)",237580,,28328,
IA,Iowa,10/01/2019,Y,U,Y,16100,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,16100,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1263,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1263,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,339555,,679643,,21.1098,-157.5311,"(21.1098, -157.5311)",602280,,77363,
OK,Oklahoma,10/01/2019,N,U,Y,47985,Includes Renewals and/or Redeterminations,N/A,,47985,Includes Renewals and/or Redeterminations,45621,Includes Renewals and/or Redeterminations,8090,,53711,Includes Renewals and/or Redeterminations,512444,,729961,,42.1497,-74.9384,"(42.1497, -74.9384)",608239,,121722,
OH,Ohio,10/01/2019,Y,U,Y,75449,Includes Renewals and/or Redeterminations,N/A,,75449,Includes Renewals and/or Redeterminations,61016,Includes CHIP; Includes Renewals and/or Redeterminations,3590,,64606,Includes Renewals and/or Redeterminations,1174952,,2643620,,38.4199,-117.1219,"(38.4199, -117.1219)",2444848,,198772,
VT,Vermont,10/01/2019,Y,U,Y,2976,,1826,,4802,Includes Renewals and/or Redeterminations,5350,Includes Renewals and/or Redeterminations,142,,5492,,61192,,151750,,31.106,-97.6475,"(31.106, -97.6475)",147252,,4498,
UT,Utah,10/01/2019,N,U,Y,15008,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,15008,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",40009,Includes CHIP,,,40009,,186758,,308966,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",267459,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,41507,
MI,Michigan,10/01/2019,Y,U,Y,61184,,N/A,,61184,,55362,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,2094,,57456,,939546,Does Not Include All Full-Benefit Child Medicaid enrollees,2307060,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2240854,Does Not Include All Full-Benefit Medicaid enrollees,66206,
