State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Location,Notes
N. Mariana Islands,16417,,,,2020,2,2018,9,,
South Carolina,1256277,,,,2020,2,2018,7,"South Carolina
(33.878572, -80.864614)",
Tennessee,1496795,,,,2020,2,2018,9,"Tennessee
(35.842998, -86.343226)",
Indiana,1332154,304739,304739,0,2020,2,2018,7,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Illinois,2819278,718945,611650,107295,2020,2,2018,8,"Illinois
(40.124144, -89.148632)",
New Mexico,826594,248307,248307,0,2020,2,2018,9,"New Mexico
(34.421369, -106.108388)",
Texas,4259080,,,,2020,2,2018,8,"Texas
(31.447238, -99.317341)",
Amer. Samoa,27898,,,,2020,2,2018,8,,
Nebraska,246589,,,,2020,2,2018,8,"Nebraska
(41.527099, -99.810595)",
Hawaii,320843,115454,21523,93931,2020,2,2018,8,"Hawaii
(21.361013, -157.854309)",
Utah,293397,,,,2020,2,2018,7,"Utah
(39.323779, -111.678222)",
Colorado,1298991,410093,403062,7031,2020,2,2018,8,"Colorado
(38.998552, -105.547832)",
Delaware,211280,62798,10046,52752,2020,2,2018,8,"Delaware
(38.994926, -75.452394)",
Nevada,601200,214714,214714,0,2020,2,2018,7,"Nevada
(39.283294, -114.916992)",
Hawaii,318337,114226,21206,93020,2020,2,2018,9,"Hawaii
(21.361013, -157.854309)",
Alaska,206259,47883,47882,1,2020,2,2018,8,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Oregon,956519,456013,381146,74867,2020,2,2018,8,"Oregon
(43.940449, -120.605279)",
Mississippi,678980,,,,2020,2,2018,7,"Mississippi
(32.713378, -89.65344)",
South Carolina,1262242,,,,2020,2,2018,9,"South Carolina
(33.878572, -80.864614)",
New Jersey,1685266,561470,561470,0,2020,2,2018,8,"New Jersey
(40.110253, -74.655514)",
West Virginia,534034,163554,163554,0,2020,2,2018,9,"West Virginia
(38.642579, -80.613729)",
West Virginia,536370,165238,165238,0,2020,2,2018,7,"West Virginia
(38.642579, -80.613729)",
Maine,251934,0,0,0,2020,2,2018,9,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
South Dakota,105274,,,,2020,2,2018,8,"South Dakota
(44.43614, -100.230491)",
Montana,258642,98389,98389,0,2020,2,2018,8,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Arizona,1880703,417074,106282,310792,2020,2,2018,9,"Arizona
(34.293239, -111.664616)",
Ohio,2936429,601592,601305,287,2020,2,2018,7,"Ohio
(40.415534, -82.70936)",
Maine,253059,0,0,0,2020,2,2018,7,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Ohio,2925809,594833,594549,284,2020,2,2018,8,"Ohio
(40.415534, -82.70936)",
Massachusetts,1758706,348278,0,348278,2020,2,2018,8,"Massachusetts
(42.151077, -71.481104)",
Virgin Islands,25324,11135,,11135,2020,2,2018,8,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Colorado,1295757,405756,398806,6950,2020,2,2018,7,"Colorado
(38.998552, -105.547832)",
Wyoming,57709,,,,2020,2,2018,8,"Wyoming
(42.999627, -107.55145)",
Oregon,947809,451491,375958,75533,2020,2,2018,9,"Oregon
(43.940449, -120.605279)",
Connecticut,928800,250696,229072,21624,2020,2,2018,7,"Connecticut
(41.575155, -72.738288)",
Delaware,211235,62735,9984,52751,2020,2,2018,9,"Delaware
(38.994926, -75.452394)",
North Dakota,93365,20542,19521,1021,2020,2,2018,8,"North Dakota
(47.446305, -100.46931)",
Vermont,175819,57944,0,57944,2020,2,2018,7,"Vermont
(44.075252, -72.662695)",
Minnesota,1077132,197968,196976,992,2020,2,2018,9,"Minnesota
(46.349153, -94.198308)",
Nebraska,245070,,,,2020,2,2018,9,"Nebraska
(41.527099, -99.810595)",
Texas,4254778,,,,2020,2,2018,9,"Texas
(31.447238, -99.317341)",
Kansas,375289,,,,2020,2,2018,8,"Kansas
(38.484729, -98.38018)",
Iowa,603783,166288,152389,13899,2020,2,2018,7,"Iowa
(42.074659, -93.500061)",
Washington,1759640,561298,547730,13568,2020,2,2018,9,"Washington
(47.411715, -120.592492)",
New York,6150250,1915271,299091,1616180,2020,2,2018,9,"New York
(42.921241, -75.59655)",
New Mexico,838548,251347,251347,0,2020,2,2018,7,"New Mexico
(34.421369, -106.108388)",
Louisiana,1641821,487635,487635,0,2020,2,2018,9,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Tennessee,1497202,,,,2020,2,2018,8,"Tennessee
(35.842998, -86.343226)",
Amer. Samoa,27898,,,,2020,2,2018,7,,
Oklahoma,653774,,,,2020,2,2018,7,"Oklahoma
(35.583449, -97.508297)",
Georgia,1984150,,,,2020,2,2018,7,"Georgia
(32.638481, -83.426574)",
Rhode Island,308738,68848,68848,0,2020,2,2018,7,"Rhode Island
(41.572574, -71.534637)",
Dist. Of Col.,260790,109859,68512,41347,2020,2,2018,8,,
Guam,36128,4034,,4034,2020,2,2018,9,"Guam
(13.3532, 144.653198)",
South Dakota,104669,,,,2020,2,2018,9,"South Dakota
(44.43614, -100.230491)",
Idaho,301537,,,,2020,2,2018,8,"Idaho
(44.389073, -114.659366)",
California,12895963,3773620,3773620,0,2020,2,2018,8,"California
(37.211164, -119.662127)",
Illinois,2784328,710385,603602,106783,2020,2,2018,9,"Illinois
(40.124144, -89.148632)",
Nebraska,245360,,,,2020,2,2018,7,"Nebraska
(41.527099, -99.810595)",
Montana,252126,96177,96177,0,2020,2,2018,9,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Puerto Rico,1250705,413233,,413233,2020,2,2018,8,"Puerto Rico
(18.215692, -66.414655)",
N. Mariana Islands,17244,,,,2020,2,2018,8,,
Alabama,1021951,,,,2020,2,2018,8,"Alabama
(32.756889, -86.844516)",
Michigan,2435746,684662,625175,59487,2020,2,2018,8,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Pennsylvania,2883428,784058,744705,39353,2020,2,2018,8,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Totals,76065396,15388683,12094997,3293686,2020,2,2018,8,,
Puerto Rico,1273976,421577,,421577,2020,2,2018,7,"Puerto Rico
(18.215692, -66.414655)",
Minnesota,1107314,205850,205091,759,2020,2,2018,7,"Minnesota
(46.349153, -94.198308)",
Rhode Island,308518,68646,68646,0,2020,2,2018,9,"Rhode Island
(41.572574, -71.534637)",
Florida,3886256,,,,2020,2,2018,7,"Florida
(28.260731, -82.420978)",
Florida,3850158,,,,2020,2,2018,8,"Florida
(28.260731, -82.420978)",
Iowa,603495,167205,153121,14084,2020,2,2018,8,"Iowa
(42.074659, -93.500061)",
Arizona,1870925,413637,105382,308255,2020,2,2018,7,"Arizona
(34.293239, -111.664616)",
Michigan,2432660,684366,625401,58965,2020,2,2018,9,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arkansas,904820,266173,265322,851,2020,2,2018,9,"Arkansas
(34.899825, -92.439162)",
Wisconsin,1186931,,,,2020,2,2018,7,"Wisconsin
(44.639954, -89.732969)",
Oklahoma,646589,,,,2020,2,2018,9,"Oklahoma
(35.583449, -97.508297)",
Totals,75485517,15269032,11981910,3287122,2020,2,2018,9,,
New York,6158161,1925093,301455,1623638,2020,2,2018,7,"New York
(42.921241, -75.59655)",
Maryland,1213505,306497,306497,0,2020,2,2018,7,"Maryland
(38.946466, -76.687282)",
Vermont,175625,58129,0,58129,2020,2,2018,8,"Vermont
(44.075252, -72.662695)",
New Hampshire,187247,55119,54831,288,2020,2,2018,8,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Virgin Islands,25097,10924,,10924,2020,2,2018,7,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
North Carolina,2178497,,,,2020,2,2018,9,"North Carolina
(35.52603, -79.130883)",
Connecticut,936487,256183,233395,22788,2020,2,2018,9,"Connecticut
(41.575155, -72.738288)",
Kansas,375489,,,,2020,2,2018,7,"Kansas
(38.484729, -98.38018)",
West Virginia,536985,164961,164961,0,2020,2,2018,8,"West Virginia
(38.642579, -80.613729)",
Arkansas,914767,275602,274810,792,2020,2,2018,8,"Arkansas
(34.899825, -92.439162)",
Minnesota,1096403,202648,201759,889,2020,2,2018,8,"Minnesota
(46.349153, -94.198308)",
Idaho,299571,,,,2020,2,2018,7,"Idaho
(44.389073, -114.659366)",
Indiana,1298758,296719,296719,0,2020,2,2018,9,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
North Carolina,2184416,,,,2020,2,2018,8,"North Carolina
(35.52603, -79.130883)",
Nevada,600762,213869,213869,0,2020,2,2018,9,"Nevada
(39.283294, -114.916992)",
N. Mariana Islands,17402,,,,2020,2,2018,7,,
Tennessee,1560057,,,,2020,2,2018,7,"Tennessee
(35.842998, -86.343226)",
Georgia,1932732,,,,2020,2,2018,9,"Georgia
(32.638481, -83.426574)",
Utah,293908,,,,2020,2,2018,9,"Utah
(39.323779, -111.678222)",
Maine,253084,0,0,0,2020,2,2018,8,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
