State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Location,Notes
Georgia,1957134,,,,2020,2,2019,3,"Georgia
(32.638481, -83.426574)",
California,12793749,3787369,3787362,7,2020,2,2019,1,"California
(37.211164, -119.662127)",
Louisiana,1679275,508604,508604,0,2020,2,2019,1,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Alaska,206812,50871,50867,4,2020,2,2019,3,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Colorado,1249008,386765,379757,7008,2020,2,2019,3,"Colorado
(38.998552, -105.547832)",
West Virginia,524465,161113,161113,0,2020,2,2019,2,"West Virginia
(38.642579, -80.613729)",
New Jersey,1651766,551242,551242,0,2020,2,2019,1,"New Jersey
(40.110253, -74.655514)",
Nevada,587891,210227,210227,0,2020,2,2019,2,"Nevada
(39.283294, -114.916992)",
Montana,255239,98136,98136,0,2020,2,2019,3,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Virgin Islands,28363,13100,,13100,2020,2,2019,3,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Delaware,219432,62843,9784,53059,2020,2,2019,2,"Delaware
(38.994926, -75.452394)",
Florida,3834674,,,,2020,2,2019,1,"Florida
(28.260731, -82.420978)",
Indiana,1320211,305297,305297,0,2020,2,2019,1,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Alaska,207330,50515,50512,3,2020,2,2019,1,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Utah,290397,,,,2020,2,2019,1,"Utah
(39.323779, -111.678222)",
Tennessee,1541156,,,,2020,2,2019,2,"Tennessee
(35.842998, -86.343226)",
Iowa,604647,171352,155930,15422,2020,2,2019,2,"Iowa
(42.074659, -93.500061)",
New Jersey,1631808,541972,541972,0,2020,2,2019,3,"New Jersey
(40.110253, -74.655514)",
Kansas,363294,,,,2020,2,2019,3,"Kansas
(38.484729, -98.38018)",
Rhode Island,304249,66656,66656,0,2020,2,2019,2,"Rhode Island
(41.572574, -71.534637)",
North Dakota,91289,20160,19211,949,2020,2,2019,1,"North Dakota
(47.446305, -100.46931)",
Ohio,2838197,559692,559418,274,2020,2,2019,3,"Ohio
(40.415534, -82.70936)",
Puerto Rico,1187816,386137,,386137,2020,2,2019,1,"Puerto Rico
(18.215692, -66.414655)",
Guam,36253,4207,,4207,2020,2,2019,2,"Guam
(13.3532, 144.653198)",
Massachusetts,1418667,320525,0,320525,2020,2,2019,2,"Massachusetts
(42.151077, -71.481104)",
Missouri,895137,,,,2020,2,2019,1,"Missouri
(38.3675, -92.477244)",
South Dakota,104328,,,,2020,2,2019,3,"South Dakota
(44.43614, -100.230491)",
Virgin Islands,27917,12846,,12846,2020,2,2019,2,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Washington,1752554,563224,548937,14287,2020,2,2019,1,"Washington
(47.411715, -120.592492)",
Maine,261086,12210,12210,0,2020,2,2019,3,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Idaho,294796,,,,2020,2,2019,3,"Idaho
(44.389073, -114.659366)",
Wyoming,56253,,,,2020,2,2019,1,"Wyoming
(42.999627, -107.55145)",
Oklahoma,644559,,,,2020,2,2019,2,"Oklahoma
(35.583449, -97.508297)",
Hawaii,311088,110824,20336,90488,2020,2,2019,2,"Hawaii
(21.361013, -157.854309)",
Missouri,890169,,,,2020,2,2019,2,"Missouri
(38.3675, -92.477244)",
Ohio,2852643,561489,561221,268,2020,2,2019,1,"Ohio
(40.415534, -82.70936)",
Massachusetts,1481856,337206,0,337206,2020,2,2019,1,"Massachusetts
(42.151077, -71.481104)",
Florida,3659143,,,,2020,2,2019,3,"Florida
(28.260731, -82.420978)",
Wisconsin,1178036,,,,2020,2,2019,2,"Wisconsin
(44.639954, -89.732969)",
Puerto Rico,1221409,410628,,410628,2020,2,2019,3,"Puerto Rico
(18.215692, -66.414655)",
New York,6135558,1902691,301773,1600918,2020,2,2019,2,"New York
(42.921241, -75.59655)",
Minnesota,1043848,187912,186981,931,2020,2,2019,3,"Minnesota
(46.349153, -94.198308)",
Montana,259773,99861,99861,0,2020,2,2019,1,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Colorado,1258689,389813,382675,7138,2020,2,2019,1,"Colorado
(38.998552, -105.547832)",
Georgia,1961608,,,,2020,2,2019,1,"Georgia
(32.638481, -83.426574)",
Tennessee,1545499,,,,2020,2,2019,3,"Tennessee
(35.842998, -86.343226)",
West Virginia,521854,161259,161259,0,2020,2,2019,3,"West Virginia
(38.642579, -80.613729)",
Virginia,1432250,237165,237165,0,2020,2,2019,3,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Arkansas,841490,254640,253702,938,2020,2,2019,1,"Arkansas
(34.899825, -92.439162)",
Maryland,1215940,310237,310237,0,2020,2,2019,2,"Maryland
(38.946466, -76.687282)",
Arizona,1880317,426279,107451,318828,2020,2,2019,2,"Arizona
(34.293239, -111.664616)",
New Hampshire,185469,55063,54786,277,2020,2,2019,1,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Texas,4219994,,,,2020,2,2019,1,"Texas
(31.447238, -99.317341)",
New Mexico,831563,254692,254692,0,2020,2,2019,3,"New Mexico
(34.421369, -106.108388)",
Kentucky,1294481,450936,450936,0,2020,2,2019,3,"Kentucky
(37.526683, -85.290484)",
Nebraska,245052,,,,2020,2,2019,2,"Nebraska
(41.527099, -99.810595)",
Illinois,2668561,683826,576312,107514,2020,2,2019,1,"Illinois
(40.124144, -89.148632)",
Alabama,1030869,,,,2020,2,2019,1,"Alabama
(32.756889, -86.844516)",
California,12618740,3743642,3741168,2474,2020,2,2019,3,"California
(37.211164, -119.662127)",
Connecticut,953795,266839,242907,23932,2020,2,2019,2,"Connecticut
(41.575155, -72.738288)",
Kansas,364113,,,,2020,2,2019,2,"Kansas
(38.484729, -98.38018)",
North Carolina,2178750,,,,2020,2,2019,1,"North Carolina
(35.52603, -79.130883)",
South Carolina,1268616,,,,2020,2,2019,2,"South Carolina
(33.878572, -80.864614)",
South Carolina,1267524,,,,2020,2,2019,1,"South Carolina
(33.878572, -80.864614)",
Rhode Island,307572,68493,68493,0,2020,2,2019,1,"Rhode Island
(41.572574, -71.534637)",
Amer. Samoa,28183,,,,2020,2,2019,3,,
Illinois,2619375,670127,562511,107616,2020,2,2019,3,"Illinois
(40.124144, -89.148632)",
Nebraska,245217,,,,2020,2,2019,3,"Nebraska
(41.527099, -99.810595)",
New Mexico,836101,255681,255681,0,2020,2,2019,2,"New Mexico
(34.421369, -106.108388)",
Kentucky,1294292,450634,450634,0,2020,2,2019,1,"Kentucky
(37.526683, -85.290484)",
Guam,36415,4196,,4196,2020,2,2019,1,"Guam
(13.3532, 144.653198)",
South Dakota,104494,,,,2020,2,2019,2,"South Dakota
(44.43614, -100.230491)",
Louisiana,1673188,507668,507668,0,2020,2,2019,3,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Oklahoma,641671,,,,2020,2,2019,1,"Oklahoma
(35.583449, -97.508297)",
Pennsylvania,2859228,773138,733961,39177,2020,2,2019,3,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Georgia,1957553,,,,2020,2,2019,2,"Georgia
(32.638481, -83.426574)",
Idaho,294793,,,,2020,2,2019,2,"Idaho
(44.389073, -114.659366)",
Dist. Of Col.,261139,107983,66488,41495,2020,2,2019,3,,
Totals,74877560,15439030,12169607,3269423,2020,2,2019,3,,
Oregon,963676,464703,384309,80394,2020,2,2019,2,"Oregon
(43.940449, -120.605279)",
Michigan,2421046,689970,636973,52997,2020,2,2019,1,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Wyoming,54601,,,,2020,2,2019,2,"Wyoming
(42.999627, -107.55145)",
Texas,4194517,,,,2020,2,2019,3,"Texas
(31.447238, -99.317341)",
N. Mariana Islands,16305,,,,2020,2,2019,1,,
Connecticut,947355,263967,240397,23570,2020,2,2019,1,"Connecticut
(41.575155, -72.738288)",
Vermont,170560,56608,0,56608,2020,2,2019,2,"Vermont
(44.075252, -72.662695)",
Mississippi,674568,,,,2020,2,2019,2,"Mississippi
(32.713378, -89.65344)",
Totals,75376060,15464581,12226412,3250847,2020,2,2019,1,,
North Dakota,87694,19140,18275,865,2020,2,2019,3,"North Dakota
(47.446305, -100.46931)",
Washington,1737288,555549,541176,14373,2020,2,2019,3,"Washington
(47.411715, -120.592492)",
Michigan,2435356,698135,645972,52163,2020,2,2019,3,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Virginia,1356905,198653,198653,0,2020,2,2019,1,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Arkansas,832662,251077,250141,936,2020,2,2019,2,"Arkansas
(34.899825, -92.439162)",
