State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
WA,Washington,04/01/2019,Y,U,Y,71569,,71452,,143021,,102344,,1714,,104058,,824194,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1715989,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1650284,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),65705,
CT,Connecticut,04/01/2019,Y,U,Y,5501,Includes Duplicates,11473,Includes Duplicates; Includes Renewals and/or Redeterminations,16974,Includes Duplicates,14993,Includes Renewals and/or Redeterminations,353,Includes Renewals and/or Redeterminations,15346,Includes Renewals and/or Redeterminations,336758,,863051,,39.0646,-105.3272,"(39.0646, -105.3272)",843376,,19675,
TN,Tennessee,04/01/2019,N,U,Y,12821,,N/A,,12821,,,,,,,,,,1453895,,41.6772,-71.5101,"(41.6772, -71.5101)",1398565,,55330,
MN,Minnesota,04/01/2019,Y,U,Y,6260,,20112,,26372,,19544,,61,,19605,,528925,,1050235,,43.3504,-84.5603,"(43.3504, -84.5603)",1048979,,1256,
DC,District of Columbia,04/01/2019,Y,U,Y,2220,Includes SBM data,1722,,3942,Includes Renewals and/or Redeterminations,3973,Includes Renewals and/or Redeterminations; Includes CHIP,,,3973,,,,254755,,41.5834,-72.7622,"(41.5834, -72.7622)",238424,,16331,
TX,Texas,04/01/2019,N,U,Y,141848,,N/A,,141848,,90136,,14342,,104478,,3337259,,4231596,,33.8191,-80.9066,"(33.8191, -80.9066)",3645976,,585620,
CO,Colorado,04/01/2019,Y,U,Y,24605,,111,,24716,,20962,,380,,21342,,584266,,1301129,,36.17,-119.7462,"(36.17, -119.7462)",1217356,,83773,
HI,Hawaii,04/01/2019,Y,U,Y,5043,,N/A,,5043,,5431,,351,,5782,,140426,,329868,,32.9866,-83.6487,"(32.9866, -83.6487)",304277,,25591,
VA,Virginia,04/01/2019,Y,U,Y,30553,Includes Renewals and/or Redeterminations,N/A,,30553,Includes Renewals and/or Redeterminations,25148,Includes Renewals and/or Redeterminations,805,Includes Renewals and/or Redeterminations,25953,Includes Renewals and/or Redeterminations,728418,,1305392,,35.7449,-86.7489,"(35.7449, -86.7489)",1160943,,144449,
NC,North Carolina,04/01/2019,N,U,Y,20461,,N/A,,20461,,30979,,3326,,34305,,1182645,,1747084,,32.7673,-89.6812,"(32.7673, -89.6812)",1482290,,264794,
WY,Wyoming,04/01/2019,N,U,Y,1538,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1538,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,832,,37,,869,,38753,,58027,,44.0407,-72.7093,"(44.0407, -72.7093)",53354,,4673,
ID,Idaho,04/01/2019,Y,U,Y,7827,,,,7827,,6179,,465,,6644,,194704,,272589,,42.0046,-93.214,"(42.0046, -93.214)",246377,,26212,
AL,Alabama,04/01/2019,N,U,Y,15057,,N/A,,15057,,14461,,1768,,16229,,651855,,915575,,32.799,-86.8073,"(32.799, -86.8073)",742955,,172620,
RI,Rhode Island,04/01/2019,Y,U,Y,2108,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,2108,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",3303,,487,,3790,,120783,,303377,,44.5672,-122.1269,"(44.5672, -122.1269)",272618,,30759,
MT,Montana,04/01/2019,Y,U,Y,3840,,N/A,,3840,,3831,,352,,4183,,126904,,277567,,14.8058,145.5505,"(14.8058, 145.5505)",247950,,29617,
ME,Maine,04/01/2019,Y,U,Y,7784,,N/A,,7784,,10662,,616,,11278,,106967,,227197,,39.0724,-76.7902,"(39.0724, -76.7902)",216107,,11090,
NV,Nevada,04/01/2019,Y,U,Y,21539,Includes Renewals and/or Redeterminations,N/A,,21539,Includes Renewals and/or Redeterminations,13147,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",59,,13206,,300181,,632525,,40.314,-74.5089,"(40.314, -74.5089)",591916,,40609,
