State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Location,Notes
Montana,260270,98314,98314,0,2019,12,2018,5,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
New Jersey,1693994,567110,567110,0,2019,12,2018,4,"New Jersey
(40.110253, -74.655514)",
Texas,4251735,,,,2019,12,2018,6,"Texas
(31.447238, -99.317341)",
Wisconsin,1184947,,,,2019,12,2018,6,"Wisconsin
(44.639954, -89.732969)",
Alabama,1021657,,,,2019,12,2018,6,"Alabama
(32.756889, -86.844516)",
California,13081202,3823273,3823273,0,2019,12,2018,4,"California
(37.211164, -119.662127)",
Arkansas,925643,292602,292349,253,2019,12,2018,4,"Arkansas
(34.899825, -92.439162)",
North Carolina,2167495,,,,2019,12,2018,4,"North Carolina
(35.52603, -79.130883)",
Pennsylvania,2747147,798037,756784,41253,2019,12,2018,5,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Colorado,1282265,411009,404471,6538,2019,12,2018,4,"Colorado
(38.998552, -105.547832)",
West Virginia,536762,165893,165893,0,2019,12,2018,6,"West Virginia
(38.642579, -80.613729)",
Oklahoma,653045,,,,2019,12,2018,5,"Oklahoma
(35.583449, -97.508297)",
Massachusetts,1848444,391857,0,391857,2019,12,2018,5,"Massachusetts
(42.151077, -71.481104)",
Hawaii,330439,120403,22744,97659,2019,12,2018,4,"Hawaii
(21.361013, -157.854309)",
Pennsylvania,2731187,791111,750362,40749,2019,12,2018,6,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Georgia,1957737,,,,2019,12,2018,6,"Georgia
(32.638481, -83.426574)",
Maryland,1229917,311423,311423,0,2019,12,2018,5,"Maryland
(38.946466, -76.687282)",
Florida,3882589,,,,2019,12,2018,5,"Florida
(28.260731, -82.420978)",
Connecticut,922726,246442,225215,21227,2019,12,2018,5,"Connecticut
(41.575155, -72.738288)",
South Carolina,1259263,,,,2019,12,2018,4,"South Carolina
(33.878572, -80.864614)",
North Carolina,2166076,,,,2019,12,2018,5,"North Carolina
(35.52603, -79.130883)",
Dist. Of Col.,260704,110199,69662,40537,2019,12,2018,4,,
Colorado,1296301,409143,402412,6731,2019,12,2018,6,"Colorado
(38.998552, -105.547832)",
Illinois,2837020,720375,613844,106531,2019,12,2018,4,"Illinois
(40.124144, -89.148632)",
Montana,260387,97926,97926,0,2019,12,2018,4,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Wisconsin,1191620,,,,2019,12,2018,4,"Wisconsin
(44.639954, -89.732969)",
Amer. Samoa,27898,,,,2019,12,2018,5,,
Kentucky,1336657,473576,473576,0,2019,12,2018,4,"Kentucky
(37.526683, -85.290484)",
Wisconsin,1188074,,,,2019,12,2018,5,"Wisconsin
(44.639954, -89.732969)",
Delaware,209887,62284,10034,52250,2019,12,2018,4,"Delaware
(38.994926, -75.452394)",
Indiana,1333123,310612,310612,0,2019,12,2018,5,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
New York,6156398,1927826,301605,1626221,2019,12,2018,6,"New York
(42.921241, -75.59655)",
Puerto Rico,1266994,404657,,404657,2019,12,2018,4,"Puerto Rico
(18.215692, -66.414655)",
Delaware,209755,62188,9926,52262,2019,12,2018,6,"Delaware
(38.994926, -75.452394)",
Illinois,2827783,717537,610604,106933,2019,12,2018,6,"Illinois
(40.124144, -89.148632)",
Tennessee,1601537,,,,2019,12,2018,4,"Tennessee
(35.842998, -86.343226)",
Kansas,364986,,,,2019,12,2018,5,"Kansas
(38.484729, -98.38018)",
Alabama,1020672,,,,2019,12,2018,5,"Alabama
(32.756889, -86.844516)",
Maine,256936,0,0,0,2019,12,2018,5,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Texas,4274020,,,,2019,12,2018,4,"Texas
(31.447238, -99.317341)",
New Hampshire,189480,55881,55590,291,2019,12,2018,4,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Iowa,602532,165509,151969,13540,2019,12,2018,6,"Iowa
(42.074659, -93.500061)",
Virginia,1059761,,,,2019,12,2018,4,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Alaska,198535,44653,44628,25,2019,12,2018,5,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Connecticut,927265,248443,226951,21492,2019,12,2018,6,"Connecticut
(41.575155, -72.738288)",
Kentucky,1328039,467275,467275,0,2019,12,2018,6,"Kentucky
(37.526683, -85.290484)",
Minnesota,1084832,201427,200712,715,2019,12,2018,6,"Minnesota
(46.349153, -94.198308)",
Indiana,1350223,314421,314421,0,2019,12,2018,4,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Dist. Of Col.,260422,109689,69206,40483,2019,12,2018,5,,
Ohio,2934726,603026,602698,328,2019,12,2018,6,"Ohio
(40.415534, -82.70936)",
Wyoming,59007,,,,2019,12,2018,4,"Wyoming
(42.999627, -107.55145)",
Mississippi,690180,,,,2019,12,2018,4,"Mississippi
(32.713378, -89.65344)",
South Dakota,105999,,,,2019,12,2018,5,"South Dakota
(44.43614, -100.230491)",
Kansas,373438,,,,2019,12,2018,4,"Kansas
(38.484729, -98.38018)",
Wyoming,58687,,,,2019,12,2018,5,"Wyoming
(42.999627, -107.55145)",
Mississippi,683577,,,,2019,12,2018,6,"Mississippi
(32.713378, -89.65344)",
Virginia,1069506,,,,2019,12,2018,6,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Washington,1783252,575689,562028,13661,2019,12,2018,4,"Washington
(47.411715, -120.592492)",
Delaware,209914,62228,9993,52235,2019,12,2018,5,"Delaware
(38.994926, -75.452394)",
Arizona,1868275,413377,105782,307595,2019,12,2018,5,"Arizona
(34.293239, -111.664616)",
New Jersey,1687716,566209,566209,0,2019,12,2018,6,"New Jersey
(40.110253, -74.655514)",
Massachusetts,1807979,373499,0,373499,2019,12,2018,6,"Massachusetts
(42.151077, -71.481104)",
Georgia,1956791,,,,2019,12,2018,5,"Georgia
(32.638481, -83.426574)",
North Carolina,2159762,,,,2019,12,2018,6,"North Carolina
(35.52603, -79.130883)",
Arizona,1864623,412927,105049,307878,2019,12,2018,6,"Arizona
(34.293239, -111.664616)",
Colorado,1281495,411448,404895,6553,2019,12,2018,5,"Colorado
(38.998552, -105.547832)",
Hawaii,327989,119145,22305,96840,2019,12,2018,5,"Hawaii
(21.361013, -157.854309)",
Massachusetts,1834489,385266,0,385266,2019,12,2018,4,"Massachusetts
(42.151077, -71.481104)",
Illinois,2850842,725225,618109,107116,2019,12,2018,5,"Illinois
(40.124144, -89.148632)",
Nevada,600661,214869,214869,0,2019,12,2018,4,"Nevada
(39.283294, -114.916992)",
Alaska,198729,44930,44905,25,2019,12,2018,6,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Idaho,296090,,,,2019,12,2018,6,"Idaho
(44.389073, -114.659366)",
Rhode Island,308690,68817,68817,0,2019,12,2018,6,"Rhode Island
(41.572574, -71.534637)",
Oregon,948521,450819,378024,72795,2019,12,2018,6,"Oregon
(43.940449, -120.605279)",
North Dakota,94940,21074,20029,1045,2019,12,2018,5,"North Dakota
(47.446305, -100.46931)",
Totals,76388516,15563132,12222599,3340533,2019,12,2018,5,,
Iowa,603888,163590,150142,13448,2019,12,2018,4,"Iowa
(42.074659, -93.500061)",
Nebraska,247273,,,,2019,12,2018,5,"Nebraska
(41.527099, -99.810595)",
Totals,75959344,15438583,12116929,3321654,2019,12,2018,6,,
Florida,3852558,,,,2019,12,2018,6,"Florida
(28.260731, -82.420978)",
New Mexico,856413,257678,257678,0,2019,12,2018,4,"New Mexico
(34.421369, -106.108388)",
Oklahoma,647012,,,,2019,12,2018,6,"Oklahoma
(35.583449, -97.508297)",
Ohio,2984748,622867,622528,339,2019,12,2018,4,"Ohio
(40.415534, -82.70936)",
Guam,35905,4032,,4032,2019,12,2018,6,"Guam
(13.3532, 144.653198)",
Totals,76587909,15597932,12265808,3332124,2019,12,2018,4,,
Virgin Islands,25065,10660,,10660,2019,12,2018,5,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Louisiana,1647111,485112,485112,0,2019,12,2018,5,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
West Virginia,539313,167081,167081,0,2019,12,2018,5,"West Virginia
(38.642579, -80.613729)",
Idaho,295367,,,,2019,12,2018,5,"Idaho
(44.389073, -114.659366)",
Puerto Rico,1284209,419875,,419875,2019,12,2018,6,"Puerto Rico
(18.215692, -66.414655)",
Guam,36209,4038,,4038,2019,12,2018,5,"Guam
(13.3532, 144.653198)",
Oregon,965406,459175,386416,72759,2019,12,2018,4,"Oregon
(43.940449, -120.605279)",
Kentucky,1333466,470924,470924,0,2019,12,2018,5,"Kentucky
(37.526683, -85.290484)",
Guam,36260,3995,,3995,2019,12,2018,4,"Guam
(13.3532, 144.653198)",
Missouri,964163,,,,2019,12,2018,5,"Missouri
(38.3675, -92.477244)",
South Carolina,1234824,,,,2019,12,2018,6,"South Carolina
(33.878572, -80.864614)",
South Dakota,105769,,,,2019,12,2018,4,"South Dakota
(44.43614, -100.230491)",
Vermont,175896,57625,0,57625,2019,12,2018,6,"Vermont
(44.075252, -72.662695)",
Florida,3931883,,,,2019,12,2018,4,"Florida
(28.260731, -82.420978)",
South Dakota,105484,,,,2019,12,2018,6,"South Dakota
(44.43614, -100.230491)",
Nevada,600837,214489,214489,0,2019,12,2018,6,"Nevada
(39.283294, -114.916992)",
