State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
WV,West Virginia,02/01/2019,Y,U,Y,21036,,N/A,,21036,,11056,,544,,11600,,218664,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),520427,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",486773,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33654,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
IN,Indiana,02/01/2019,Y,U,Y,87809,,N/A,,87809,,34391,,3156,,37547,,805512,,1464635,,40.3363,-89.0022,"(40.3363, -89.0022)",1350840,,113795,
WY,Wyoming,02/01/2019,N,U,Y,1242,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1242,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,784,,36,,820,,38461,,57594,,44.0407,-72.7093,"(44.0407, -72.7093)",52882,,4712,
MD,Maryland,02/01/2019,Y,U,Y,7188,,85317,Includes Renewals and/or Redeterminations,92505,Includes Renewals and/or Redeterminations,26166,Includes Renewals and/or Redeterminations,2967,Includes Renewals and/or Redeterminations,29133,Includes Renewals and/or Redeterminations,619242,,1315090,,42.2373,-71.5314,"(42.2373, -71.5314)",1158817,,156273,
ID,Idaho,02/01/2019,Y,U,Y,7428,,,,7428,,5736,,563,,6299,,192703,,269916,,42.0046,-93.214,"(42.0046, -93.214)",243379,,26537,
OR,Oregon,02/01/2019,Y,U,Y,12177,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,12177,Does Not Include All Non-MAGI Applications,23045,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2826,,25871,Does Not Include All Non-MAGI Determinations Made At Application,417334,,985423,,40.3736,-82.7755,"(40.3736, -82.7755)",857163,,128260,
OH,Ohio,02/01/2019,Y,U,Y,65426,Includes Renewals and/or Redeterminations,N/A,,65426,Includes Renewals and/or Redeterminations,53090,Includes CHIP; Includes Renewals and/or Redeterminations,2901,,55991,Includes Renewals and/or Redeterminations,1181831,,2649262,,38.4199,-117.1219,"(38.4199, -117.1219)",2443598,,205664,
GA,Georgia,02/01/2019,N,U,Y,39862,,N/A,,39862,,27493,,1046,,28539,,1255853,,1835052,,27.8333,-81.717,"(27.8333, -81.717)",1618389,,216663,
AR,Arkansas,02/01/2019,Y,U,Y,19769,,N/A,,19769,,7758,,303,,8061,,371051,,790831,,34.9513,-92.3809,"(34.9513, -92.3809)",758722,,32109,
SD,South Dakota,02/01/2019,N,U,Y,2171,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2171,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1226,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1226,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79184,,111231,,18.2766,-66.335,"(18.2766, -66.335)",95205,,16026,
ME,Maine,02/01/2019,Y,U,Y,7843,,N/A,,7843,,9114,,644,,9758,,108029,,227721,,39.0724,-76.7902,"(39.0724, -76.7902)",216894,,10827,
MO,Missouri,02/01/2019,N,U,Y,18443,,N/A,,18443,,8996,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",538,Includes Renewals and/or Redeterminations,9534,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",574656,,904987,,45.7326,-93.9196,"(45.7326, -93.9196)",871603,,33384,
HI,Hawaii,02/01/2019,Y,U,Y,4600,,N/A,,4600,,5096,,360,,5456,,141014,,331889,,32.9866,-83.6487,"(32.9866, -83.6487)",306351,,25538,
CT,Connecticut,02/01/2019,Y,U,Y,4496,Includes Duplicates,10652,Includes Duplicates; Includes Renewals and/or Redeterminations,15148,Includes Duplicates,13403,Includes Renewals and/or Redeterminations,321,Includes Renewals and/or Redeterminations,13724,Includes Renewals and/or Redeterminations,337555,,862725,,39.0646,-105.3272,"(39.0646, -105.3272)",842741,,19984,
MN,Minnesota,02/01/2019,Y,U,Y,5183,,20433,,25616,,19333,,43,,19376,,529254,,1053901,,43.3504,-84.5603,"(43.3504, -84.5603)",1052631,,1270,
FL,Florida,02/01/2019,N,U,Y,251794,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,251794,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,201395,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,21669,,223064,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2465449,,3678155,,39.3498,-75.5148,"(39.3498, -75.5148)",3444643,,233512,
