State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Location,Notes
North Carolina,2141148,,,,2020,2,2019,5,"North Carolina
(35.52603, -79.130883)",
Arkansas,825397,250431,249523,908,2020,2,2019,6,"Arkansas
(34.899825, -92.439162)",
North Carolina,2112241,,,,2020,2,2019,6,"North Carolina
(35.52603, -79.130883)",
Arkansas,822617,249308,248377,931,2020,2,2019,5,"Arkansas
(34.899825, -92.439162)",
Tennessee,1575689,,,,2020,2,2019,4,"Tennessee
(35.842998, -86.343226)",
Idaho,297787,,,,2020,2,2019,4,"Idaho
(44.389073, -114.659366)",
Maine,268056,24824,18981,5843,2020,2,2019,5,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Puerto Rico,1209026,420575,,420575,2020,2,2019,6,"Puerto Rico
(18.215692, -66.414655)",
Idaho,298258,,,,2020,2,2019,6,"Idaho
(44.389073, -114.659366)",
Nevada,586808,209695,209695,0,2020,2,2019,6,"Nevada
(39.283294, -114.916992)",
Kentucky,1289799,450707,450707,0,2020,2,2019,6,"Kentucky
(37.526683, -85.290484)",
New Hampshire,180873,52421,52137,284,2020,2,2019,6,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Virginia,1470849,255592,255592,0,2020,2,2019,4,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Alabama,1035250,,,,2020,2,2019,6,"Alabama
(32.756889, -86.844516)",
N. Mariana Islands,16229,,,,2020,2,2019,4,,
Tennessee,1586376,,,,2020,2,2019,6,"Tennessee
(35.842998, -86.343226)",
Alaska,206677,51144,51130,14,2020,2,2019,4,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Kansas,354789,,,,2020,2,2019,4,"Kansas
(38.484729, -98.38018)",
Virginia,1531721,284466,284466,0,2020,2,2019,6,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Totals,75071007,15462070,12178529,3283541,2020,2,2019,4,,
Hawaii,308739,110089,19919,90170,2020,2,2019,5,"Hawaii
(21.361013, -157.854309)",
Mississippi,674961,,,,2020,2,2019,5,"Mississippi
(32.713378, -89.65344)",
Totals,74215582,15269635,12003388,3266247,2020,2,2019,6,,
Nevada,588394,210158,210158,0,2020,2,2019,5,"Nevada
(39.283294, -114.916992)",
South Dakota,104691,,,,2020,2,2019,5,"South Dakota
(44.43614, -100.230491)",
New Jersey,1620134,537233,537233,0,2020,2,2019,4,"New Jersey
(40.110253, -74.655514)",
Michigan,2402672,680631,632048,48583,2020,2,2019,5,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arizona,1871082,425811,107086,318725,2020,2,2019,5,"Arizona
(34.293239, -111.664616)",
Idaho,298643,,,,2020,2,2019,5,"Idaho
(44.389073, -114.659366)",
Vermont,168482,55431,0,55431,2020,2,2019,4,"Vermont
(44.075252, -72.662695)",
Tennessee,1584270,,,,2020,2,2019,5,"Tennessee
(35.842998, -86.343226)",
Oregon,967318,466720,385249,81471,2020,2,2019,4,"Oregon
(43.940449, -120.605279)",
Pennsylvania,2848357,765577,726899,38678,2020,2,2019,6,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Dist. Of Col.,258517,106551,65573,40978,2020,2,2019,6,,
Delaware,218611,62534,9593,52941,2020,2,2019,4,"Delaware
(38.994926, -75.452394)",
Connecticut,955463,267707,243615,24092,2020,2,2019,5,"Connecticut
(41.575155, -72.738288)",
Louisiana,1618198,468309,468309,0,2020,2,2019,5,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
New York,6116056,1895526,301806,1593720,2020,2,2019,4,"New York
(42.921241, -75.59655)",
Louisiana,1633613,478930,478930,0,2020,2,2019,4,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Washington,1727989,550819,536515,14304,2020,2,2019,5,"Washington
(47.411715, -120.592492)",
Washington,1728370,549684,535651,14033,2020,2,2019,6,"Washington
(47.411715, -120.592492)",
New York,6102146,1890873,301778,1589095,2020,2,2019,5,"New York
(42.921241, -75.59655)",
Louisiana,1577893,460757,460757,0,2020,2,2019,6,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
South Dakota,104303,,,,2020,2,2019,4,"South Dakota
(44.43614, -100.230491)",
North Dakota,88829,19692,18765,927,2020,2,2019,6,"North Dakota
(47.446305, -100.46931)",
Arizona,1876550,427072,107443,319629,2020,2,2019,4,"Arizona
(34.293239, -111.664616)",
Minnesota,1073560,193826,193000,826,2020,2,2019,4,"Minnesota
(46.349153, -94.198308)",
Mississippi,673247,,,,2020,2,2019,6,"Mississippi
(32.713378, -89.65344)",
California,12437994,3696925,3684894,12031,2020,2,2019,6,"California
(37.211164, -119.662127)",
Alabama,1033498,,,,2020,2,2019,5,"Alabama
(32.756889, -86.844516)",
Totals,74812854,15399528,12111460,3288068,2020,2,2019,5,,
Washington,1738596,553306,539068,14238,2020,2,2019,4,"Washington
(47.411715, -120.592492)",
Utah,289310,,,,2020,2,2019,6,"Utah
(39.323779, -111.678222)",
Oklahoma,642886,,,,2020,2,2019,5,"Oklahoma
(35.583449, -97.508297)",
New Hampshire,182244,52903,52622,281,2020,2,2019,5,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Indiana,1307223,309510,309510,0,2020,2,2019,6,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
New Jersey,1570169,518216,518216,0,2020,2,2019,6,"New Jersey
(40.110253, -74.655514)",
Missouri,858822,,,,2020,2,2019,5,"Missouri
(38.3675, -92.477244)",
New Hampshire,183038,53424,53138,286,2020,2,2019,4,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Nebraska,241856,,,,2020,2,2019,6,"Nebraska
(41.527099, -99.810595)",
Alabama,1030917,,,,2020,2,2019,4,"Alabama
(32.756889, -86.844516)",
Hawaii,310597,110678,20114,90564,2020,2,2019,4,"Hawaii
(21.361013, -157.854309)",
Alaska,204493,51172,51157,15,2020,2,2019,6,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Illinois,2592841,661292,553675,107617,2020,2,2019,5,"Illinois
(40.124144, -89.148632)",
Florida,3800560,,,,2020,2,2019,5,"Florida
(28.260731, -82.420978)",
Puerto Rico,1243952,430749,,430749,2020,2,2019,5,"Puerto Rico
(18.215692, -66.414655)",
Montana,257505,98741,98741,0,2020,2,2019,4,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
South Dakota,103998,,,,2020,2,2019,6,"South Dakota
(44.43614, -100.230491)",
Colorado,1234143,380442,373346,7096,2020,2,2019,6,"Colorado
(38.998552, -105.547832)",
Hawaii,301359,107314,19235,88079,2020,2,2019,6,"Hawaii
(21.361013, -157.854309)",
Iowa,606174,172153,157036,15117,2020,2,2019,4,"Iowa
(42.074659, -93.500061)",
South Carolina,1266461,,,,2020,2,2019,4,"South Carolina
(33.878572, -80.864614)",
Texas,4120865,,,,2020,2,2019,5,"Texas
(31.447238, -99.317341)",
Oregon,958178,461989,380236,81753,2020,2,2019,6,"Oregon
(43.940449, -120.605279)",
Delaware,177665,62488,9547,52941,2020,2,2019,6,"Delaware
(38.994926, -75.452394)",
Virginia,1502380,271023,271023,0,2020,2,2019,5,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Maine,262988,19812,15399,4413,2020,2,2019,4,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Minnesota,1040633,185011,184151,860,2020,2,2019,6,"Minnesota
(46.349153, -94.198308)",
Ohio,2763388,526131,525890,241,2020,2,2019,6,"Ohio
(40.415534, -82.70936)",
Mississippi,674544,,,,2020,2,2019,4,"Mississippi
(32.713378, -89.65344)",
Dist. Of Col.,260916,107772,66510,41262,2020,2,2019,4,,
Utah,291922,,,,2020,2,2019,4,"Utah
(39.323779, -111.678222)",
Amer. Samoa,37829,,,,2020,2,2019,5,,
Kentucky,1290594,450702,450702,0,2020,2,2019,5,"Kentucky
(37.526683, -85.290484)",
North Carolina,2154624,,,,2020,2,2019,4,"North Carolina
(35.52603, -79.130883)",
New Mexico,831546,257784,257784,0,2020,2,2019,5,"New Mexico
(34.421369, -106.108388)",
West Virginia,520696,161429,161429,0,2020,2,2019,6,"West Virginia
(38.642579, -80.613729)",
Maine,270006,28462,21514,6948,2020,2,2019,6,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Pennsylvania,2868594,775938,736553,39385,2020,2,2019,4,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Arkansas,829466,250832,249912,920,2020,2,2019,4,"Arkansas
(34.899825, -92.439162)",
Utah,292719,,,,2020,2,2019,5,"Utah
(39.323779, -111.678222)",
New Jersey,1604005,531061,531061,0,2020,2,2019,5,"New Jersey
(40.110253, -74.655514)",
Georgia,1965793,,,,2020,2,2019,5,"Georgia
(32.638481, -83.426574)",
Colorado,1235211,379544,372306,7238,2020,2,2019,5,"Colorado
(38.998552, -105.547832)",
Massachusetts,1452226,335973,0,335973,2020,2,2019,5,"Massachusetts
(42.151077, -71.481104)",
Nevada,589216,210608,210608,0,2020,2,2019,4,"Nevada
(39.283294, -114.916992)",
Vermont,166532,54770,0,54770,2020,2,2019,6,"Vermont
(44.075252, -72.662695)",
Indiana,1336106,313191,313191,0,2020,2,2019,4,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Ohio,2808448,546779,546532,247,2020,2,2019,5,"Ohio
(40.415534, -82.70936)",
Iowa,604790,172180,157341,14839,2020,2,2019,6,"Iowa
(42.074659, -93.500061)",
Alaska,206036,51347,51330,17,2020,2,2019,5,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Indiana,1323990,313049,313049,0,2020,2,2019,5,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
West Virginia,522250,161591,161591,0,2020,2,2019,4,"West Virginia
(38.642579, -80.613729)",
Connecticut,952040,267885,243618,24267,2020,2,2019,6,"Connecticut
(41.575155, -72.738288)",
Montana,255804,97544,97544,0,2020,2,2019,5,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Amer. Samoa,37829,,,,2020,2,2019,6,,
Rhode Island,300737,66236,66236,0,2020,2,2019,5,"Rhode Island
(41.572574, -71.534637)",
South Carolina,1250545,,,,2020,2,2019,6,"South Carolina
(33.878572, -80.864614)",
Missouri,870719,,,,2020,2,2019,4,"Missouri
(38.3675, -92.477244)",
N. Mariana Islands,16336,,,,2020,2,2019,6,,
Guam,35499,4171,,4171,2020,2,2019,6,"Guam
(13.3532, 144.653198)",
Guam,35865,4216,,4216,2020,2,2019,4,"Guam
(13.3532, 144.653198)",
New Mexico,825498,256424,256424,0,2020,2,2019,6,"New Mexico
(34.421369, -106.108388)",
Oklahoma,639506,,,,2020,2,2019,6,"Oklahoma
(35.583449, -97.508297)",
Wyoming,54910,,,,2020,2,2019,5,"Wyoming
(42.999627, -107.55145)",
Maryland,1224567,309844,309844,0,2020,2,2019,4,"Maryland
(38.946466, -76.687282)",
