State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
IA,Iowa,01/01/2020,Y,U,Y,14801,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,14801,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,12408,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,2302,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,14710,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,339787,,680117,,21.1098,-157.5311,"(21.1098, -157.5311)",600122,,79995,
MO,Missouri,01/01/2020,N,U,Y,25547,Includes  Renewals and/or Redeterminations,N/A,,25547,Includes  Renewals and/or Redeterminations,10927,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",555,Includes Renewals and/or Redeterminations,11482,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",531652,,848304,,45.7326,-93.9196,"(45.7326, -93.9196)",811584,,36720,
NH,New Hampshire,01/01/2020,Y,U,Y,8679,,N/A,,8679,,5552,,644,,6196,,89798,,181909,,47.5362,-99.793,"(47.5362, -99.793)",166374,,15535,
WI,Wisconsin,01/01/2020,N,U,Y,27293,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,27293,Does Not Include All Applications for Limited-Benefit Programs,21360,"Count is of Households, Not Individuals",1771,,23131,,505549,,1048524,,37.768,-78.2057,"(37.768, -78.2057)",977633,,70891,
TX,Texas,01/01/2020,N,U,Y,155316,,N/A,,155316,,94783,,13157,,107940,,3297918,,4194734,,33.8191,-80.9066,"(33.8191, -80.9066)",3617110,,577624,
NY,New York,01/01/2020,Y,U,Y,,,893627,Includes Renewals and/or Redeterminations,893627,Includes Renewals and/or Redeterminations,147427,Includes Renewals and/or Redeterminations,9260,Includes Renewals and/or Redeterminations,156687,Includes Renewals and/or Redeterminations,2394141,,6004128,,34.8375,-106.2371,"(34.8375, -106.2371)",5397555,,606573,
GA,Georgia,01/01/2020,N,U,Y,56371,,N/A,,56371,,23766,,1112,,24878,,1264503,,1830095,,27.8333,-81.717,"(27.8333, -81.717)",1618912,,211183,
OR,Oregon,01/01/2020,Y,U,Y,12984,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,12984,Does Not Include All Non-MAGI Applications,21768,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2557,,24325,Does Not Include All Non-MAGI Determinations Made At Application,417145,,1000654,,40.3736,-82.7755,"(40.3736, -82.7755)",870862,,129792,
UT,Utah,01/01/2020,N,U,Y,19955,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,19955,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",40194,Includes CHIP,,,40194,,185182,,312988,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",271820,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,41168,
SD,South Dakota,01/01/2020,N,U,Y,2983,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2983,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1704,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1704,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77776,,109264,,18.2766,-66.335,"(18.2766, -66.335)",93533,,15731,
LA,Louisiana,01/01/2020,Y,U,Y,36204,,N/A,,36204,,29612,,2366,,31978,,714174,,1502200,,37.669,-84.6514,"(37.669, -84.6514)",1386518,,115682,
KS,Kansas,01/01/2020,N,U,Y,,,N/A,,,,,,,,,,262829,,377740,,39.8647,-86.2604,"(39.8647, -86.2604)",319185,,58555,
OH,Ohio,01/01/2020,Y,U,Y,78989,Includes Renewals and/or Redeterminations,N/A,,78989,Includes Renewals and/or Redeterminations,56725,Includes CHIP; Includes Renewals and/or Redeterminations,3322,,60047,Includes Renewals and/or Redeterminations,1161552,,2612947,,38.4199,-117.1219,"(38.4199, -117.1219)",2414005,,198942,
PA,Pennsylvania,01/01/2020,Y,U,Y,110675,Includes Renewals and/or Redeterminations,N/A,,110675,Includes Renewals and/or Redeterminations,67067,Includes Renewals and/or Redeterminations,11544,,78611,Includes Renewals and/or Redeterminations,1388299,,2941466,,35.5376,-96.9247,"(35.5376, -96.9247)",2755373,,186093,
MI,Michigan,01/01/2020,Y,U,Y,60669,,N/A,,60669,,56449,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,2206,,58655,,943018,Does Not Include All Full-Benefit Child Medicaid enrollees,2327041,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2258126,Does Not Include All Full-Benefit Medicaid enrollees,68915,
DE,Delaware,01/01/2020,Y,U,Y,3445,,N/A,,3445,,4785,,783,,5568,,105283,,230809,,38.8964,-77.0262,"(38.8964, -77.0262)",219045,,11764,
AR,Arkansas,01/01/2020,Y,U,Y,22830,,N/A,,22830,,15173,,1264,,16437,,373710,,808905,,34.9513,-92.3809,"(34.9513, -92.3809)",774939,,33966,
AK,Alaska,01/01/2020,Y,U,Y,4321,Includes Renewals and/or Redeterminations,N/A,,4321,Includes Renewals and/or Redeterminations,3232,Includes Renewals and/or Redeterminations; Includes CHIP,125,,3357,Includes Renewals and/or Redeterminations,98096,,223963,,61.385,-152.2683,"(61.385, -152.2683)",207251,,16712,
OK,Oklahoma,01/01/2020,N,U,Y,48758,Includes Renewals and/or Redeterminations,N/A,,48758,Includes Renewals and/or Redeterminations,49691,Includes Renewals and/or Redeterminations,9369,,59060,Includes Renewals and/or Redeterminations,505785,,721273,,42.1497,-74.9384,"(42.1497, -74.9384)",600201,,121072,
AZ,Arizona,01/01/2020,Y,U,Y,106155,,N/A,,106155,,,,,,,,,,1702632,,14.2417,-170.7197,"(14.2417, -170.7197)",1605917,,96715,
WY,Wyoming,01/01/2020,N,U,Y,2001,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2001,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,901,,66,,967,,37298,,56199,,44.0407,-72.7093,"(44.0407, -72.7093)",51783,,4416,
CO,Colorado,01/01/2020,Y,U,Y,28508,,204,,28712,,23099,,410,,23509,,571386,,1283886,,36.17,-119.7462,"(36.17, -119.7462)",1203958,,79928,
AL,Alabama,01/01/2020,N,U,Y,14342,,N/A,,14342,,14602,,2006,,16608,,668005,,930346,,32.799,-86.8073,"(32.799, -86.8073)",758661,,171685,
KY,Kentucky,01/01/2020,Y,U,Y,10094,,,,10094,,,,1648,,1648,,547415,,1289517,,38.5111,-96.8005,"(38.5111, -96.8005)",1194690,,94827,
ID,Idaho,01/01/2020,Y,U,Y,20404,,,,20404,,21398,,2314,,23712,,173233,,313122,,42.0046,-93.214,"(42.0046, -93.214)",285354,,27768,
NM,New Mexico,01/01/2020,Y,U,Y,15080,,N/A,,15080,,17123,,1786,,18909,,328355,Includes Limited-Benefit Enrollees,745587,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",706073,Includes Limited-Benefit Enrollees,39514,
IL,Illinois,01/01/2020,Y,U,Y,71724,,N/A,,71724,,29030,,9239,,38269,,1348929,,2830864,,44.2394,-114.5103,"(44.2394, -114.5103)",2553369,,277495,
ME,Maine,01/01/2020,Y,U,Y,7764,,N/A,,7764,,11787,,727,,12514,,102558,,222124,,39.0724,-76.7902,"(39.0724, -76.7902)",209671,,12453,
RI,Rhode Island,01/01/2020,Y,U,Y,1584,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,1584,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2106,,138,,2244,,117301,,293293,,44.5672,-122.1269,"(44.5672, -122.1269)",259908,,33385,
DC,District of Columbia,01/01/2020,Y,U,Y,7673,Includes SBM data,,,7673,Includes Renewals and/or Redeterminations,4310,Includes Renewals and/or Redeterminations; Includes CHIP,,,4310,,,,252921,,41.5834,-72.7622,"(41.5834, -72.7622)",235360,,17561,
NV,Nevada,01/01/2020,Y,U,Y,22359,Includes Renewals/Or redeterminations,N/A,,22359,Includes Renewals/Or redeterminations,13756,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",76,,13832,,295181,,626116,,40.314,-74.5089,"(40.314, -74.5089)",586119,,39997,
WA,Washington,01/01/2020,Y,U,Y,75368,,76242,,151610,,105043,,1824,,106867,,820891,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1714447,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1642763,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),71684,
SC,South Carolina,01/01/2020,N,U,Y,27483,,N/A,,27483,,7798,Does not Include All Medicaid Determinations made at Applications,182,Does not Include All CHIP Determinations made at Applications,7980,Does not Include All Medicaid Determinations made at Applications; Does not Include all CHIP Determinations made at Application,650532,,1039640,,40.5773,-77.264,"(40.5773, -77.264)",944294,,95346,
NJ,New Jersey,01/01/2020,Y,U,Y,38027,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,38027,Does Not Include All Non-MAGI Applications,16623,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,8316,,24939,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,812130,,1705106,,41.1289,-98.2883,"(41.1289, -98.2883)",1474039,,231067,
WV,West Virginia,01/01/2020,Y,U,Y,22636,,N/A,,22636,,14564,,891,,15455,,212484,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),506562,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",472309,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),34253,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
ND,North Dakota,01/01/2020,Y,U,Y,2384,,N/A,,2384,,2579,,94,,2673,,42494,,89890,,46.9048,-110.3261,"(46.9048, -110.3261)",87668,,2222,
IN,Indiana,01/01/2020,Y,U,Y,103538,,N/A,,103538,,40203,,3584,,43787,,809305,,1492183,,40.3363,-89.0022,"(40.3363, -89.0022)",1376576,,115607,
HI,Hawaii,01/01/2020,Y,U,Y,4911,,N/A,,4911,,6025,,439,,6464,,138953,,325833,,32.9866,-83.6487,"(32.9866, -83.6487)",300212,,25621,
MA,Massachusetts,01/01/2020,Y,U,Y,19577,,3221,,22798,,13408,,1034,,14442,,665605,,1554381,,31.1801,-91.8749,"(31.1801, -91.8749)",1370618,,183763,
TN,Tennessee,01/01/2020,N,U,Y,29094,,N/A,,29094,,15282,,2242,,17524,,821784,,1452561,,41.6772,-71.5101,"(41.6772, -71.5101)",1339913,,112648,
VA,Virginia,01/01/2020,Y,U,Y,31925,Includes Renewals and/or Redeterminations,N/A,,31925,Includes Renewals and/or Redeterminations,38806,Includes Renewals and/or Redeterminations,1296,Includes Renewals and/or Redeterminations,40102,Includes Renewals and/or Redeterminations,756502,,1422802,,35.7449,-86.7489,"(35.7449, -86.7489)",1266799,,156003,
