State,Total Medicaid Enrollees,Total VIII Group Enrollees,Total VIII Group Newly Eligible Enrollees,Total VIII Group Not Newly Eligible Enrollees,Updated Year,Updated Month,Enrollment Year,Enrollment Month,Location,Notes
Delaware,"218,326","62,429","9,542","52,887",2020,2,2019,5,"Delaware
(38.994926, -75.452394)",
Nebraska,"243,894",,,,2020,2,2019,5,"Nebraska
(41.527099, -99.810595)",
Florida,"3,771,711",,,,2020,2,2019,6,"Florida
(28.260731, -82.420978)",
Missouri,"847,272",,,,2020,2,2019,6,"Missouri
(38.3675, -92.477244)",
Kentucky,"1,288,626","449,500","449,500",0,2020,2,2019,4,"Kentucky
(37.526683, -85.290484)",
North Carolina,"2,141,148",,,,2020,2,2019,5,"North Carolina
(35.52603, -79.130883)",
Arkansas,"825,397","250,431","249,523",908,2020,2,2019,6,"Arkansas
(34.899825, -92.439162)",
North Carolina,"2,112,241",,,,2020,2,2019,6,"North Carolina
(35.52603, -79.130883)",
Arkansas,"822,617","249,308","248,377",931,2020,2,2019,5,"Arkansas
(34.899825, -92.439162)",
Tennessee,"1,575,689",,,,2020,2,2019,4,"Tennessee
(35.842998, -86.343226)",
Idaho,"297,787",,,,2020,2,2019,4,"Idaho
(44.389073, -114.659366)",
Maine,"268,056","24,824","18,981","5,843",2020,2,2019,5,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Puerto Rico,"1,209,026","420,575",,"420,575",2020,2,2019,6,"Puerto Rico
(18.215692, -66.414655)",
Idaho,"298,258",,,,2020,2,2019,6,"Idaho
(44.389073, -114.659366)",
Nevada,"586,808","209,695","209,695",0,2020,2,2019,6,"Nevada
(39.283294, -114.916992)",
Kentucky,"1,289,799","450,707","450,707",0,2020,2,2019,6,"Kentucky
(37.526683, -85.290484)",
New Hampshire,"180,873","52,421","52,137",284,2020,2,2019,6,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Virginia,"1,470,849","255,592","255,592",0,2020,2,2019,4,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Alabama,"1,035,250",,,,2020,2,2019,6,"Alabama
(32.756889, -86.844516)",
N. Mariana Islands,"16,229",,,,2020,2,2019,4,,
Tennessee,"1,586,376",,,,2020,2,2019,6,"Tennessee
(35.842998, -86.343226)",
Alaska,"206,677","51,144","51,130",14,2020,2,2019,4,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Kansas,"354,789",,,,2020,2,2019,4,"Kansas
(38.484729, -98.38018)",
Virginia,"1,531,721","284,466","284,466",0,2020,2,2019,6,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Totals,"75,071,007","15,462,070","12,178,529","3,283,541",2020,2,2019,4,,
Hawaii,"308,739","110,089","19,919","90,170",2020,2,2019,5,"Hawaii
(21.361013, -157.854309)",
Mississippi,"674,961",,,,2020,2,2019,5,"Mississippi
(32.713378, -89.65344)",
Totals,"74,215,582","15,269,635","12,003,388","3,266,247",2020,2,2019,6,,
Nevada,"588,394","210,158","210,158",0,2020,2,2019,5,"Nevada
(39.283294, -114.916992)",
South Dakota,"104,691",,,,2020,2,2019,5,"South Dakota
(44.43614, -100.230491)",
New Jersey,"1,620,134","537,233","537,233",0,2020,2,2019,4,"New Jersey
(40.110253, -74.655514)",
Michigan,"2,402,672","680,631","632,048","48,583",2020,2,2019,5,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arizona,"1,871,082","425,811","107,086","318,725",2020,2,2019,5,"Arizona
(34.293239, -111.664616)",
Idaho,"298,643",,,,2020,2,2019,5,"Idaho
(44.389073, -114.659366)",
Vermont,"168,482","55,431",0,"55,431",2020,2,2019,4,"Vermont
(44.075252, -72.662695)",
Tennessee,"1,584,270",,,,2020,2,2019,5,"Tennessee
(35.842998, -86.343226)",
Oregon,"967,318","466,720","385,249","81,471",2020,2,2019,4,"Oregon
(43.940449, -120.605279)",
Pennsylvania,"2,848,357","765,577","726,899","38,678",2020,2,2019,6,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Dist. Of Col.,"258,517","106,551","65,573","40,978",2020,2,2019,6,,
Delaware,"218,611","62,534","9,593","52,941",2020,2,2019,4,"Delaware
(38.994926, -75.452394)",
Connecticut,"955,463","267,707","243,615","24,092",2020,2,2019,5,"Connecticut
(41.575155, -72.738288)",
Louisiana,"1,618,198","468,309","468,309",0,2020,2,2019,5,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
New York,"6,116,056","1,895,526","301,806","1,593,720",2020,2,2019,4,"New York
(42.921241, -75.59655)",
Louisiana,"1,633,613","478,930","478,930",0,2020,2,2019,4,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Washington,"1,727,989","550,819","536,515","14,304",2020,2,2019,5,"Washington
(47.411715, -120.592492)",
Washington,"1,728,370","549,684","535,651","14,033",2020,2,2019,6,"Washington
(47.411715, -120.592492)",
New York,"6,102,146","1,890,873","301,778","1,589,095",2020,2,2019,5,"New York
(42.921241, -75.59655)",
Louisiana,"1,577,893","460,757","460,757",0,2020,2,2019,6,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
South Dakota,"104,303",,,,2020,2,2019,4,"South Dakota
(44.43614, -100.230491)",
North Dakota,"88,829","19,692","18,765",927,2020,2,2019,6,"North Dakota
(47.446305, -100.46931)",
Arizona,"1,876,550","427,072","107,443","319,629",2020,2,2019,4,"Arizona
(34.293239, -111.664616)",
Minnesota,"1,073,560","193,826","193,000",826,2020,2,2019,4,"Minnesota
(46.349153, -94.198308)",
Mississippi,"673,247",,,,2020,2,2019,6,"Mississippi
(32.713378, -89.65344)",
California,"12,437,994","3,696,925","3,684,894","12,031",2020,2,2019,6,"California
(37.211164, -119.662127)",
Alabama,"1,033,498",,,,2020,2,2019,5,"Alabama
(32.756889, -86.844516)",
Totals,"74,812,854","15,399,528","12,111,460","3,288,068",2020,2,2019,5,,
Washington,"1,738,596","553,306","539,068","14,238",2020,2,2019,4,"Washington
(47.411715, -120.592492)",
Utah,"289,310",,,,2020,2,2019,6,"Utah
(39.323779, -111.678222)",
Oklahoma,"642,886",,,,2020,2,2019,5,"Oklahoma
(35.583449, -97.508297)",
New Hampshire,"182,244","52,903","52,622",281,2020,2,2019,5,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Indiana,"1,307,223","309,510","309,510",0,2020,2,2019,6,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
New Jersey,"1,570,169","518,216","518,216",0,2020,2,2019,6,"New Jersey
(40.110253, -74.655514)",
Missouri,"858,822",,,,2020,2,2019,5,"Missouri
(38.3675, -92.477244)",
New Hampshire,"183,038","53,424","53,138",286,2020,2,2019,4,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Nebraska,"241,856",,,,2020,2,2019,6,"Nebraska
(41.527099, -99.810595)",
Alabama,"1,030,917",,,,2020,2,2019,4,"Alabama
(32.756889, -86.844516)",
Hawaii,"310,597","110,678","20,114","90,564",2020,2,2019,4,"Hawaii
(21.361013, -157.854309)",
Alaska,"204,493","51,172","51,157",15,2020,2,2019,6,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Illinois,"2,592,841","661,292","553,675","107,617",2020,2,2019,5,"Illinois
(40.124144, -89.148632)",
Florida,"3,800,560",,,,2020,2,2019,5,"Florida
(28.260731, -82.420978)",
Puerto Rico,"1,243,952","430,749",,"430,749",2020,2,2019,5,"Puerto Rico
(18.215692, -66.414655)",
Montana,"257,505","98,741","98,741",0,2020,2,2019,4,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
South Dakota,"103,998",,,,2020,2,2019,6,"South Dakota
(44.43614, -100.230491)",
Colorado,"1,234,143","380,442","373,346","7,096",2020,2,2019,6,"Colorado
(38.998552, -105.547832)",
Hawaii,"301,359","107,314","19,235","88,079",2020,2,2019,6,"Hawaii
(21.361013, -157.854309)",
Iowa,"606,174","172,153","157,036","15,117",2020,2,2019,4,"Iowa
(42.074659, -93.500061)",
South Carolina,"1,266,461",,,,2020,2,2019,4,"South Carolina
(33.878572, -80.864614)",
Texas,"4,120,865",,,,2020,2,2019,5,"Texas
(31.447238, -99.317341)",
Oregon,"958,178","461,989","380,236","81,753",2020,2,2019,6,"Oregon
(43.940449, -120.605279)",
Delaware,"177,665","62,488","9,547","52,941",2020,2,2019,6,"Delaware
(38.994926, -75.452394)",
Virginia,"1,502,380","271,023","271,023",0,2020,2,2019,5,"Virginia
(37.510861, -78.666382)","Virginia expanded its Medicaid program by adopting the VIII Group on January 1, 2019."
Maine,"262,988","19,812","15,399","4,413",2020,2,2019,4,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Minnesota,"1,040,633","185,011","184,151",860,2020,2,2019,6,"Minnesota
(46.349153, -94.198308)",
Ohio,"2,763,388","526,131","525,890",241,2020,2,2019,6,"Ohio
(40.415534, -82.70936)",
Mississippi,"674,544",,,,2020,2,2019,4,"Mississippi
(32.713378, -89.65344)",
Dist. Of Col.,"260,916","107,772","66,510","41,262",2020,2,2019,4,,
Utah,"291,922",,,,2020,2,2019,4,"Utah
(39.323779, -111.678222)",
Amer. Samoa,"37,829",,,,2020,2,2019,5,,
Kentucky,"1,290,594","450,702","450,702",0,2020,2,2019,5,"Kentucky
(37.526683, -85.290484)",
North Carolina,"2,154,624",,,,2020,2,2019,4,"North Carolina
(35.52603, -79.130883)",
New Mexico,"831,546","257,784","257,784",0,2020,2,2019,5,"New Mexico
(34.421369, -106.108388)",
West Virginia,"520,696","161,429","161,429",0,2020,2,2019,6,"West Virginia
(38.642579, -80.613729)",
Maine,"270,006","28,462","21,514","6,948",2020,2,2019,6,"Maine
(45.117911, -69.06137)","Maine expanded its Medicaid program by adopting the VIII Group on July 1, 2018."
Pennsylvania,"2,868,594","775,938","736,553","39,385",2020,2,2019,4,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Arkansas,"829,466","250,832","249,912",920,2020,2,2019,4,"Arkansas
(34.899825, -92.439162)",
Utah,"292,719",,,,2020,2,2019,5,"Utah
(39.323779, -111.678222)",
New Jersey,"1,604,005","531,061","531,061",0,2020,2,2019,5,"New Jersey
(40.110253, -74.655514)",
Georgia,"1,965,793",,,,2020,2,2019,5,"Georgia
(32.638481, -83.426574)",
Colorado,"1,235,211","379,544","372,306","7,238",2020,2,2019,5,"Colorado
(38.998552, -105.547832)",
Massachusetts,"1,452,226","335,973",0,"335,973",2020,2,2019,5,"Massachusetts
(42.151077, -71.481104)",
Nevada,"589,216","210,608","210,608",0,2020,2,2019,4,"Nevada
(39.283294, -114.916992)",
Vermont,"166,532","54,770",0,"54,770",2020,2,2019,6,"Vermont
(44.075252, -72.662695)",
Indiana,"1,336,106","313,191","313,191",0,2020,2,2019,4,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Ohio,"2,808,448","546,779","546,532",247,2020,2,2019,5,"Ohio
(40.415534, -82.70936)",
Iowa,"604,790","172,180","157,341","14,839",2020,2,2019,6,"Iowa
(42.074659, -93.500061)",
Alaska,"206,036","51,347","51,330",17,2020,2,2019,5,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Indiana,"1,323,990","313,049","313,049",0,2020,2,2019,5,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
West Virginia,"522,250","161,591","161,591",0,2020,2,2019,4,"West Virginia
(38.642579, -80.613729)",
Connecticut,"952,040","267,885","243,618","24,267",2020,2,2019,6,"Connecticut
(41.575155, -72.738288)",
Montana,"255,804","97,544","97,544",0,2020,2,2019,5,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Amer. Samoa,"37,829",,,,2020,2,2019,6,,
Rhode Island,"300,737","66,236","66,236",0,2020,2,2019,5,"Rhode Island
(41.572574, -71.534637)",
South Carolina,"1,250,545",,,,2020,2,2019,6,"South Carolina
(33.878572, -80.864614)",
Missouri,"870,719",,,,2020,2,2019,4,"Missouri
(38.3675, -92.477244)",
N. Mariana Islands,"16,336",,,,2020,2,2019,6,,
Guam,"35,499","4,171",,"4,171",2020,2,2019,6,"Guam
(13.3532, 144.653198)",
Guam,"35,865","4,216",,"4,216",2020,2,2019,4,"Guam
(13.3532, 144.653198)",
New Mexico,"825,498","256,424","256,424",0,2020,2,2019,6,"New Mexico
(34.421369, -106.108388)",
Oklahoma,"639,506",,,,2020,2,2019,6,"Oklahoma
(35.583449, -97.508297)",
Wyoming,"54,910",,,,2020,2,2019,5,"Wyoming
(42.999627, -107.55145)",
Maryland,"1,224,567","309,844","309,844",0,2020,2,2019,4,"Maryland
(38.946466, -76.687282)",
