State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
WI,Wisconsin,03/01/2020,N,U,Y,25945,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,25945,Does Not Include All Applications for Limited-Benefit Programs,19372,"Count is of Households, Not Individuals",964,,20336,,506662,,1054843,,37.768,-78.2057,"(37.768, -78.2057)",986030,,68813,
KY,Kentucky,03/01/2020,Y,U,Y,11400,,,,11400,,25244,,2681,,27925,,549607,,1295710,,38.5111,-96.8005,"(38.5111, -96.8005)",1203730,,91980,
NC,North Carolina,03/01/2020,N,U,Y,25902,,N/A,,25902,,34923,,3736,,38659,,1203425,,1807494,,32.7673,-89.6812,"(32.7673, -89.6812)",1520911,,286583,
MI,Michigan,03/01/2020,Y,U,Y,60349,,N/A,,60349,,52508,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1901,,54409,,950844,Does Not Include All Full-Benefit Child Medicaid enrollees,2356557,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2289482,Does Not Include All Full-Benefit Medicaid enrollees,67075,
CO,Colorado,03/01/2020,Y,U,Y,29304,,243,,29547,,25406,,399,,25805,,564403,,1270274,,36.17,-119.7462,"(36.17, -119.7462)",1191030,,79244,
AL,Alabama,03/01/2020,N,U,Y,12456,,N/A,,12456,,13302,,1530,,14832,,669206,,931021,,32.799,-86.8073,"(32.799, -86.8073)",759992,,171029,
NE,Nebraska,03/01/2020,N,U,Y,6197,,N/A,,6197,,6184,,982,,7166,,165093,,248460,,35.6411,-79.8431,"(35.6411, -79.8431)",213487,,34973,
IL,Illinois,03/01/2020,Y,U,Y,93870,,N/A,,93870,,32664,,8947,,41611,,1347125,,2855246,,44.2394,-114.5103,"(44.2394, -114.5103)",2575857,,279389,
OH,Ohio,03/01/2020,Y,U,Y,79561,Includes Renewals and/or Redeterminations,N/A,,79561,Includes Renewals and/or Redeterminations,60030,Includes CHIP; Includes Renewals and/or Redeterminations,3632,,63662,Includes Renewals and/or Redeterminations,1159413,,2611799,,38.4199,-117.1219,"(38.4199, -117.1219)",2412431,,199368,
MA,Massachusetts,03/01/2020,Y,U,Y,12798,,3977,,16775,,11622,,759,,12381,,669204,,1569853,,31.1801,-91.8749,"(31.1801, -91.8749)",1383851,,186002,
TX,Texas,03/01/2020,N,U,Y,148683,,N/A,,148683,,109582,,16856,,126438,,3305930,,4206104,,33.8191,-80.9066,"(33.8191, -80.9066)",3636051,,570053,
AR,Arkansas,03/01/2020,Y,U,Y,19615,,N/A,,19615,,12944,,929,,13873,,368735,,799896,,34.9513,-92.3809,"(34.9513, -92.3809)",766706,,33190,
IN,Indiana,03/01/2020,Y,U,Y,76559,,N/A,,76559,,36570,,3858,,40428,,819176,,1523989,,40.3363,-89.0022,"(40.3363, -89.0022)",1406607,,117382,
OK,Oklahoma,03/01/2020,N,U,Y,41733,Includes Renewals and/or Redeterminations,N/A,,41733,Includes Renewals and/or Redeterminations,45003,Includes Renewals and/or Redeterminations,8177,,53180,Includes Renewals and/or Redeterminations,515123,,734583,,42.1497,-74.9384,"(42.1497, -74.9384)",614063,,120520,
RI,Rhode Island,03/01/2020,Y,U,Y,1964,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,1964,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",2333,,121,,2454,,116392,,292639,,44.5672,-122.1269,"(44.5672, -122.1269)",258801,,33838,
SD,South Dakota,03/01/2020,N,U,Y,2325,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2325,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1178,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1178,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",77643,,109178,,18.2766,-66.335,"(18.2766, -66.335)",93593,,15585,
KS,Kansas,03/01/2020,N,U,Y,,,N/A,,,,,,,,,,265261,,380750,,39.8647,-86.2604,"(39.8647, -86.2604)",320482,,60268,
TN,Tennessee,03/01/2020,N,U,Y,35592,,N/A,,35592,,17348,,2137,,19485,,817740,,1443290,,41.6772,-71.5101,"(41.6772, -71.5101)",1319316,,123974,
NV,Nevada,03/01/2020,Y,U,Y,26090,Includes Renewals/Or redeterminations,N/A,,26090,Includes Renewals/Or redeterminations,14285,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",86,,14371,,294159,,627200,,40.314,-74.5089,"(40.314, -74.5089)",586958,,40242,
NM,New Mexico,03/01/2020,Y,U,Y,15509,,N/A,,15509,,15154,,9806,,24960,,329946,Includes Limited-Benefit Enrollees,745641,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",706042,Includes Limited-Benefit Enrollees,39599,
WA,Washington,03/01/2020,Y,U,Y,95664,,84537,,180201,,114493,,1613,,116106,,819974,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1719922,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1648112,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),71810,
NH,New Hampshire,03/01/2020,Y,U,Y,7998,,N/A,,7998,,5404,,521,,5925,,89762,,183172,,47.5362,-99.793,"(47.5362, -99.793)",167761,,15411,
NY,New York,03/01/2020,Y,U,Y,,,1024749,Includes Renewals and/or Redeterminations,1024749,Includes Renewals and/or Redeterminations,116827,Includes Renewals and/or Redeterminations,7259,Includes Renewals and/or Redeterminations,124086,Includes Renewals and/or Redeterminations,2389733,,6006163,,34.8375,-106.2371,"(34.8375, -106.2371)",5389288,,616875,
HI,Hawaii,03/01/2020,Y,U,Y,6410,,N/A,,6410,,6365,,394,,6759,,139345,,327849,,32.9866,-83.6487,"(32.9866, -83.6487)",302027,,25822,
NJ,New Jersey,03/01/2020,Y,U,Y,35328,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,35328,Does Not Include All Non-MAGI Applications,19438,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,5890,,25328,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,810838,,1702272,,41.1289,-98.2883,"(41.1289, -98.2883)",1470391,,231881,
MS,Mississippi,03/01/2020,N,U,Y,18229,,N/A,,18229,,10618,,545,,11163,,415821,,612765,,38.4623,-92.302,"(38.4623, -92.302)",535186,,77579,
IA,Iowa,03/01/2020,Y,U,Y,13043,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,13043,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,12557,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,2661,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,15218,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,338720,,678312,,21.1098,-157.5311,"(21.1098, -157.5311)",597365,,80947,
AK,Alaska,03/01/2020,Y,U,Y,3852,Includes Renewals and/or Redeterminations,N/A,,3852,Includes Renewals and/or Redeterminations,3309,Includes Renewals and/or Redeterminations; Includes CHIP,137,,3446,Includes Renewals and/or Redeterminations,98254,,224965,,61.385,-152.2683,"(61.385, -152.2683)",208129,,16836,
ID,Idaho,03/01/2020,Y,U,Y,11277,,,,11277,,13202,,847,,14049,,177196,,325353,,42.0046,-93.214,"(42.0046, -93.214)",298022,,27331,
OR,Oregon,03/01/2020,Y,U,Y,13051,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,13051,Does Not Include All Non-MAGI Applications,22393,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2292,,24685,Does Not Include All Non-MAGI Determinations Made At Application,417475,,1009118,,40.3736,-82.7755,"(40.3736, -82.7755)",879303,,129815,
ND,North Dakota,03/01/2020,Y,U,Y,2702,,N/A,,2702,,2280,,65,,2345,,43708,,91884,,46.9048,-110.3261,"(46.9048, -110.3261)",89559,,2325,
