State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
VT,Vermont,01/01/2019,Y,U,Y,3230,,1207,,4437,Includes Renewals and/or Redeterminations,6021,Includes Renewals and/or Redeterminations,192,,6213,,62818,,158440,,31.106,-97.6475,"(31.106, -97.6475)",153809,,4631,
OK,Oklahoma,01/01/2019,N,U,Y,53653,Includes Renewals and/or Redeterminations,N/A,,53653,Includes Renewals and/or Redeterminations,48783,Includes Renewals and/or Redeterminations,9442,,58225,Includes Renewals and/or Redeterminations,511758,,730160,,42.1497,-74.9384,"(42.1497, -74.9384)",608692,,121468,
WV,West Virginia,01/01/2019,Y,U,Y,28185,,N/A,,28185,,16810,,976,,17786,,217998,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),520219,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",486589,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),33630,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
AL,Alabama,01/01/2019,N,U,Y,20505,,N/A,,20505,,14957,,2510,,17467,,653437,,916037,,32.799,-86.8073,"(32.799, -86.8073)",742816,,173221,
NE,Nebraska,01/01/2019,N,U,Y,6957,,N/A,,6957,,5751,,1016,,6767,,164479,,246966,,35.6411,-79.8431,"(35.6411, -79.8431)",211826,,35140,
MS,Mississippi,01/01/2019,N,U,Y,20402,,N/A,,20402,,13800,,951,,14751,,421757,,621789,,38.4623,-92.302,"(38.4623, -92.302)",545656,,76133,
NC,North Carolina,01/01/2019,N,U,Y,23960,,N/A,,23960,,35059,,4786,,39845,,1182107,,1754020,,32.7673,-89.6812,"(32.7673, -89.6812)",1495121,,258899,
MO,Missouri,01/01/2019,N,U,Y,21700,,N/A,,21700,,9664,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,9664,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",576570,,907896,,45.7326,-93.9196,"(45.7326, -93.9196)",875332,,32564,
MA,Massachusetts,01/01/2019,Y,U,Y,19608,,4567,,24175,,,,,,,,664251,,1559003,,31.1801,-91.8749,"(31.1801, -91.8749)",1377342,,181661,
IN,Indiana,01/01/2019,Y,U,Y,98151,,N/A,,98151,,41697,,3343,,45040,,800327,,1454519,,40.3363,-89.0022,"(40.3363, -89.0022)",1340724,,113795,
OR,Oregon,01/01/2019,Y,U,Y,14697,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,14697,Does Not Include All Non-MAGI Applications,25812,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",3185,,28997,Does Not Include All Non-MAGI Determinations Made At Application,416003,,983156,,40.3736,-82.7755,"(40.3736, -82.7755)",855544,,127612,
CT,Connecticut,01/01/2019,Y,U,Y,5294,Includes Duplicates,13976,Includes Duplicates; Includes Renewals and/or Redeterminations,19270,Includes Duplicates,16806,Includes Renewals and/or Redeterminations,414,Includes Renewals and/or Redeterminations,17220,Includes Renewals and/or Redeterminations,337116,,861977,,39.0646,-105.3272,"(39.0646, -105.3272)",841860,,20117,
FL,Florida,01/01/2019,N,U,Y,333583,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,333583,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,182942,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,24840,,207782,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2467917,,3679990,,39.3498,-75.5148,"(39.3498, -75.5148)",3450613,,229377,
GA,Georgia,01/01/2019,N,U,Y,45292,,N/A,,45292,,30826,,1186,,32012,,1258486,,1838259,,27.8333,-81.717,"(27.8333, -81.717)",1623095,,215164,
MD,Maryland,01/01/2019,Y,U,Y,7860,,100608,Includes Renewals and/or Redeterminations,108468,Includes Renewals and/or Redeterminations,30452,Includes Renewals and/or Redeterminations,4225,Includes Renewals and/or Redeterminations,34677,Includes Renewals and/or Redeterminations,634201,,1327948,,42.2373,-71.5314,"(42.2373, -71.5314)",1154458,,173490,
HI,Hawaii,01/01/2019,Y,U,Y,5248,,N/A,,5248,,6290,,452,,6742,,140372,,330410,,32.9866,-83.6487,"(32.9866, -83.6487)",305133,,25277,
WY,Wyoming,01/01/2019,N,U,Y,1769,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1769,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,856,,30,,886,,38831,,58059,,44.0407,-72.7093,"(44.0407, -72.7093)",53418,,4641,
MI,Michigan,01/01/2019,Y,U,Y,50661,,N/A,,50661,,46450,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,1748,,48198,,948359,Does Not Include All Full-Benefit Child Medicaid enrollees,2335095,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2272598,Does Not Include All Full-Benefit Medicaid enrollees,62497,
AR,Arkansas,01/01/2019,Y,U,Y,22763,,N/A,,22763,,9516,,382,,9898,,370923,,791648,,34.9513,-92.3809,"(34.9513, -92.3809)",759851,,31797,
IA,Iowa,01/01/2019,Y,U,Y,14955,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,14955,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1287,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1287,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,336536,,673101,,21.1098,-157.5311,"(21.1098, -157.5311)",600393,,72708,
PA,Pennsylvania,01/01/2019,Y,U,Y,99201,Includes Renewals and/or Redeterminations,N/A,,99201,Includes Renewals and/or Redeterminations,92104,Includes Renewals and/or Redeterminations,11680,,103784,Includes Renewals and/or Redeterminations,1398074,,2968478,,35.5376,-96.9247,"(35.5376, -96.9247)",2787576,,180902,
DE,Delaware,01/01/2019,Y,U,Y,3059,,N/A,,3059,,5078,,701,,5779,,106450,,232614,,38.8964,-77.0262,"(38.8964, -77.0262)",221080,,11534,
TX,Texas,01/01/2019,N,U,Y,146420,,N/A,,146420,,104468,,19161,,123629,,3395989,,4297684,,33.8191,-80.9066,"(33.8191, -80.9066)",3689464,,608220,
UT,Utah,01/01/2019,N,U,Y,21298,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,21298,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",35550,Includes CHIP,,,35550,,194392,,288016,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",244485,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,43531,
NY,New York,01/01/2019,Y,U,Y,,,766142,,766142,,125149,,6492,,131641,,2447938,,6138988,,34.8375,-106.2371,"(34.8375, -106.2371)",5569916,,569072,
OH,Ohio,01/01/2019,Y,U,Y,73453,Includes Renewals and/or Redeterminations,N/A,,73453,Includes Renewals and/or Redeterminations,59212,Includes CHIP; Includes Renewals and/or Redeterminations,3316,,62528,Includes Renewals and/or Redeterminations,1181717,,2650556,,38.4199,-117.1219,"(38.4199, -117.1219)",2444359,,206197,
MN,Minnesota,01/01/2019,Y,U,Y,6058,,35177,,41235,,28089,,52,,28141,,530557,,1057747,,43.3504,-84.5603,"(43.3504, -84.5603)",1056536,,1211,
IL,Illinois,01/01/2019,Y,U,Y,64477,,N/A,,64477,,28560,,9407,,37967,,1350607,,2844317,,44.2394,-114.5103,"(44.2394, -114.5103)",2590754,,253563,
RI,Rhode Island,01/01/2019,Y,U,Y,2478,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,2478,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",4831,,630,,5461,,122779,,309557,,44.5672,-122.1269,"(44.5672, -122.1269)",276472,,33085,
ND,North Dakota,01/01/2019,Y,U,Y,2187,,N/A,,2187,,2198,,64,,2262,,43113,,91060,,46.9048,-110.3261,"(46.9048, -110.3261)",88885,,2175,
ID,Idaho,01/01/2019,Y,U,Y,10819,,,,10819,,8233,,1039,,9272,,191108,,267944,,42.0046,-93.214,"(42.0046, -93.214)",241187,,26757,
AK,Alaska,01/01/2019,Y,U,Y,3032,Includes Renewals and/or Redeterminations,N/A,,3032,Includes Renewals and/or Redeterminations,3156,Includes Renewals and/or Redeterminations; Includes CHIP,158,,3314,Includes Renewals and/or Redeterminations,95796,,216175,,61.385,-152.2683,"(61.385, -152.2683)",201038,,15137,
KS,Kansas,01/01/2019,N,U,Y,,,N/A,,,,,,,,,,269536,,390420,,39.8647,-86.2604,"(39.8647, -86.2604)",334248,,56172,
NH,New Hampshire,01/01/2019,Y,U,Y,9700,,N/A,,9700,,5971,,587,,6558,,91335,,183652,,47.5362,-99.793,"(47.5362, -99.793)",168348,,15304,
SC,South Carolina,01/01/2019,N,U,Y,25718,,N/A,,25718,,6839,Does Not Include All Medicaid Determinations Made At Application,285,Does Not Include All Medicaid Determinations Made At Application,7124,Does Not Include All Medicaid Determinations Made At Application,656039,,1048346,,40.5773,-77.264,"(40.5773, -77.264)",957616,,90730,
WA,Washington,01/01/2019,Y,U,Y,73843,,80869,,154712,,106611,,1972,,108583,,829193,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1731888,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1661475,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),70413,
CO,Colorado,01/01/2019,Y,U,Y,28392,,214,,28606,,24309,,452,,24761,,588425,,1321099,,36.17,-119.7462,"(36.17, -119.7462)",1239246,,81853,
NV,Nevada,01/01/2019,Y,U,Y,20134,Includes Renewals and/or Redeterminations,N/A,,20134,Includes Renewals and/or Redeterminations,13222,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",63,,13285,,302622,,635194,,40.314,-74.5089,"(40.314, -74.5089)",593290,,41904,
SD,South Dakota,01/01/2019,N,U,Y,2801,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2801,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1691,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1691,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79118,,111178,,18.2766,-66.335,"(18.2766, -66.335)",95120,,16058,
LA,Louisiana,01/01/2019,Y,U,Y,31532,,N/A,,31532,,19131,,1357,,20488,,752408,,1592641,,37.669,-84.6514,"(37.669, -84.6514)",1458967,,133674,
